idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,agent2_x,agent2_y,agent2_phi,agent3_x,agent3_y,agent3_phi,agent4_x,agent4_y,agent4_phi,agent5_x,agent5_y,agent5_phi,agent6_x,agent6_y,agent6_phi,agent7_x,agent7_y,agent7_phi,agent8_x,agent8_y,agent8_phi,sigma,seed
11,8.654966617812672,1.0,5.192979970687603,0.0,0.0,8.654966617812672,0.0,8.901098444201331,-1.182934199592466,0.008906198854192015,0.0996026085098658,4.730810848842248,0.6939290460580312,2.8781987639656665,4.101891260337701,1.3104016351498573,5.261988132626535,-0.5196197591668472,-1.5856419290973962,0.35105390977150475,0.4231138481785144,-1.472784314907352,2.4227161892635736,-0.7256578229029405,0.03218039398701305,3.5217030194203334,1.5972463898228653,1.4027361433063,3.897589001032578,0.31559424349183285,-2.0666004283767565,1.5709115599862444,5.626467910178986,-0.27614413691071255,2.508819429227821,0.1,1
12,8.845593791328259,1.0,5.307356274796955,0.0,0.0,8.845593791328259,0.0,4.237335889644355,0.12342315991262609,0.008239285605517377,-0.09965999283920662,6.149752105078379,0.9485894137959768,0.7968005636124815,3.704500587208121,5.214820088071491,5.066439779006894,4.176027138335166,-0.12839947304509933,5.222904752353941,5.518707282423245,-3.0172955041011984,1.1173123505465368,4.284497901701713,1.2753504375712583,3.939230452996717,3.5442555388422656,4.154034435708294,1.2361766339084992,4.9392393153641505,-1.0217807437902502,1.5299098306201584,4.387462430109817,-1.3877017636034044,3.103929703543077,0.1,1
13,11.114321472511648,1.0,6.668592883506989,0.0,0.0,11.114321472511648,0.0,4.753051261254929,-1.1324230476929993,-0.07486238580657055,0.06629949616209906,2.042221497577719,0.03402120258170351,1.0092280577965282,11.756952242977015,1.4661960204742626,2.776724384858532,7.944113391747708,-4.148672182770125,2.7610368338779407,9.040058674575498,1.1723018306999757,3.973065329908155,6.861703173414079,-2.4602934838151387,2.39475774361577,7.341498202181724,-4.288732167010791,4.24541063471076,9.190078932022157,-1.8803977326197499,1.281187854656217,2.8605649396742203,-4.52077799025641,2.2201684175309313,0.1,1
14,10.765181608545886,1.0,6.459108965127531,0.0,0.0,10.765181608545886,0.0,7.6580169463324905,-0.8496915541916736,-0.06087415397618554,0.07933686014510315,0.9335167704026333,-3.8678207705342107,1.8837966111093447,5.377259135936073,3.861769748169791,5.113870856210671,10.451131924620146,3.7055407194474856,2.932298513426199,-0.37665771760774636,0.8523036431323145,1.716671674730536,1.2914863558516894,-4.912021148692182,1.800076195598825,3.2417617651633974,1.9110616758116319,5.9511553385894835,9.830490937344818,-0.35176307136935153,6.042770205413096,2.0502413607072048,2.234524874310549,4.060426171431275,0.1,1
15,10.166945438811062,1.0,6.100167263286637,0.0,0.0,10.166945438811062,0.0,8.133596693600373,0.4288503416027982,-0.09440798718611106,-0.03297168414665973,8.941801004805903,-0.2017316778864645,1.9372250999301894,4.55006548625764,-3.5746036095796,3.2262134828859867,9.150551042800249,-4.439414813950064,1.6381817413812598,7.4794952087427315,0.7699320181173865,2.459264305516503,3.0877896061532075,-4.342487949449173,3.350987187980785,3.97016474767191,0.4413038770193397,0.9919955972407555,3.4850098572323027,0.9261797901992479,1.7353348663869923,4.358632085367879,-2.6998122023572986,2.6414882067395156,0.1,1
16,11.479469574801586,1.0,6.887681744880951,0.0,0.0,11.479469574801586,0.0,3.3039109585161577,1.3886869743826242,0.030631390411760814,-0.09519305605684844,2.8710054860509273,-1.064262129664718,4.757667664656912,3.771484146042571,1.031360866070263,1.963602321994283,9.493584610535908,-2.141727936081447,2.269394463129977,7.314875283502964,-2.0067998990197626,3.4791545597679563,6.67133910395221,5.050538852547466,5.818004451729092,8.35044347711645,4.516406922501377,0.01292352612279361,7.894627707743366,-1.2646167534480695,1.0196813950579966,8.947224642107287,4.866387240984614,4.525224065733867,0.1,1
17,10.856667831473555,1.0,6.514000698884133,0.0,0.0,10.856667831473555,0.0,9.582525979034354,-0.8775671134444069,-0.09998940408405571,0.0014557028939403008,10.311205152222042,-4.1318022516096695,1.6644918355201288,10.150372199626679,-3.1730427339238507,0.12477635173286424,9.944642479353666,-3.115278291708531,1.814296635420491,9.957883101096234,3.1891126895935282,4.905434726476835,1.2587291389538144,4.096573608081605,0.12673774164968904,2.1625062002321074,0.917912038762025,1.036687423859785,9.436235436351518,-3.244753466820738,1.9538722128599715,0.3267512478145287,2.835854935354381,3.3427241501216822,0.1,1
18,11.111270020550798,1.0,6.666762012330478,0.0,0.0,11.111270020550798,0.0,5.2376944617062735,1.115107192555575,-0.07574455982130525,-0.06528982813177496,5.533859280219734,-6.42780124982719,2.053532679346137,10.938446420039998,3.1381200185420086,4.505178120075055,4.614299854801761,2.2665427709715957,2.0113872304541043,5.3613828418604506,5.929113538231096,4.358115655204936,5.421426718670965,-5.477064583081841,3.3840887563434143,2.8161079059056466,3.3516358851169397,5.577789866142572,6.465635524068338,0.5552000336804584,4.6078692794363665,3.67964689217764,1.9866366770758104,2.5630290496277963,0.1,1
19,9.696920049714057,1.0,5.818152029828434,0.0,0.0,9.696920049714057,0.0,0.9148949519817589,1.2247671699071172,0.08781203465496148,0.04784398154163012,4.276915789770859,-4.216703455558656,5.87651120866655,7.467583165071565,2.8118901851012916,5.667084053647428,2.7693245578604238,3.9901119553581816,4.492108693525217,8.712223620997744,-1.3991480054066532,4.245041528479515,8.505687063016635,-0.7928812825491006,4.5214217196690445,9.664693149224945,-0.2305015569546389,3.6121141258872185,8.068820879085418,0.8815529091570221,4.953789461556882,6.94439312613069,-4.018856272112287,3.1537167118387037,0.1,1
20,8.708967743041372,1.0,5.225380645824823,0.0,0.0,8.708967743041372,0.0,6.857161758832374,-0.4209794555226456,-0.0999436313053268,0.00335716569518121,8.653806272525056,1.993169222927277,1.297392092294023,6.7731791143464335,1.5332195346254918,2.7294024224790245,6.453285813751214,-3.5987966041663326,5.471752473729653,1.255553890124537,-0.34820298779635217,2.411081115862717,6.0254657373915705,1.7479867364173682,3.1666326733010397,2.191699290607184,-0.3424768843538119,5.844885373983629,3.012256421250673,-0.3683687443400005,1.4627343230552248,2.929147618682033,0.030525213919439395,4.5584992379868075,0.1,1
21,9.473143774605953,1.0,5.683886264763571,0.0,0.0,9.473143774605953,0.0,0.784054233087538,0.4491986272897188,0.08647632285075271,-0.05021798070624093,10.007881364720326,-0.44226853684318174,2.2076792195656414,0.5387407558875026,3.4543936722152977,2.4142793105775278,0.21930351478712407,0.07912399733202749,1.4867524020230227,7.123210381869401,5.098759539264384,0.22031010402826806,6.847994761510519,-4.380878508375134,4.83936534508081,2.0469783779349084,4.42653700853974,5.971254455527333,2.736825113767101,-4.990627410177569,1.4215572143784474,5.321989999834365,2.9054476893109884,1.0219686665766554,0.1,1
22,10.249914217067255,1.0,6.149948530240353,0.0,0.0,10.249914217067255,0.0,-0.21181716482697047,0.6666945449088362,0.0996582817634767,-0.008259956171281266,-0.662325237146713,-0.8765276318109263,1.7940760032729937,8.65221945071013,-4.488313613360968,3.8282403595197856,-0.2581994567705408,2.425111317813226,5.255291092578925,11.070225296454183,0.13933665796492636,1.3753568263445624,6.233233490595712,4.591273549649473,3.7665677366698413,5.397831219902823,-4.350111985621093,3.3297150742009882,5.774048447430333,1.0006778816589905,2.79516424582104,5.738201269262437,1.870415260291525,3.6468897062194765,0.1,1
23,11.16403142928107,1.0,6.698418857568642,0.0,0.0,11.16403142928107,0.0,2.7209160561186247,-0.6162557679955706,-0.007724854807791614,0.09970118664388372,10.769606772846448,-4.230018124693311,5.337983738121974,10.158325049048164,-0.6333850388477195,4.471975572934132,3.123029116783068,2.6947408192078046,1.262560977512461,5.528665906323441,5.098901148067838,3.9694119885081114,8.715420559871273,2.6195129929470338,5.150277879338135,3.4722436912408066,0.893655741122537,5.8613973779145425,7.283284622305125,-4.543051133370566,1.0192254198660078,6.158841003829811,5.960163103336278,5.164873787056667,0.1,1
24,9.448064231841425,1.0,5.668838539104855,0.0,0.0,9.448064231841425,0.0,8.14120077041678,-0.20212364202375266,-0.07171188449966175,0.06969509036874244,1.9474458804525154,1.255797389033967,4.095923346476633,8.370577344384465,-3.1370035218166765,5.943812608851376,5.783588329714161,-1.774365336721429,5.0536154597522795,8.32404143188705,-1.6021647271690906,1.7919755983158074,1.5256326277586756,1.1309775859482436,1.4332307368538968,4.202243605325121,-4.148389470551008,4.848391424089935,0.7319749981907875,1.8572463338852285,4.4304529016711225,3.908271295901439,4.461485721019139,5.426169803322794,0.1,1
25,9.372978649970515,1.0,5.623787189982308,0.0,0.0,9.372978649970515,0.0,6.671783011163143,0.7643742603239718,-0.05751629579483364,0.081803885714807,8.483601317093267,-4.123526520396404,2.4330159451708298,1.9251740791890342,4.755160277552309,1.055809133806066,4.005230694307413,1.4780125387921061,0.47130893235322924,5.5357467195572845,-3.0409245281269444,5.473920128265955,2.6942556529380477,4.334641636180404,5.456212436098519,4.6097232480064285,-1.0541984080817286,2.895425890714715,3.960050966611475,0.7800282665453585,4.325195387283863,4.335993163247424,1.138813838480271,5.42018739414385,0.1,1
26,8.552648291309186,1.0,5.131588974785512,0.0,0.0,8.552648291309186,0.0,5.6872407391612585,1.278432763373731,-0.07686294699056445,0.06396942535247352,0.08949725638474071,1.4930084227715694,0.8912899910467895,7.601881411238642,2.7427481266057896,3.738977780431496,2.149190512209141,-0.5949698845554464,5.146277327784804,0.9684172844132015,-3.2906312069809984,1.2165468292612698,0.2792408300792033,-2.2613314692557798,5.739155209707595,6.941506200046469,1.2880249624124867,6.106716276181478,2.115823474181894,-2.0719441659038544,4.471394619281969,4.300070695207145,-1.7062095750585997,5.479162324987628,0.1,1
27,11.283298145289702,1.0,6.769978887173822,0.0,0.0,11.283298145289702,0.0,2.1492236955210604,1.3786533132807226,0.08376079011768786,0.05462719138726285,7.473251478630811,2.7393504195884266,0.14919922173550892,11.613046784741009,-1.0293286645945583,0.061020002140536524,10.281586780758914,-2.8133156531525434,2.05456930806116,9.300070468425046,4.832477360002535,5.850766927282078,9.869210353343828,-0.7115994790648462,4.972159035568491,5.20121997233872,4.52112824299775,2.4306563839287296,10.711155987101055,-4.082041436940796,5.391040938802605,7.134651189862406,-1.0177285450493248,1.9324679731400034,0.1,1
28,9.849699221643021,1.0,5.9098195329858125,0.0,0.0,9.849699221643021,0.0,9.879377990130426,-1.2914653277162986,-0.08970978397763449,0.04418319430152323,7.789318840096682,-1.0123886578997199,3.7018879999173735,2.2739324898578586,-5.1682114879288,5.5794603450670195,8.36431633771095,1.424566468076727,3.158937294988868,6.341341716426343,-2.313578545802944,0.4858398607057658,8.716168970778146,-0.6763373686188799,5.865513737119825,7.550043168011957,-4.269002207255044,5.97993238115662,10.103198665571199,0.3187677154169552,3.0546472862816993,3.0016670354801795,0.3283208335743206,0.33579061664752796,0.1,1
29,9.135209594529481,1.0,5.481125756717689,0.0,0.0,9.135209594529481,0.0,0.9880600845032871,0.056337363398713425,0.0701486680286391,-0.07126825642463681,3.9693721765629046,-1.6964297422911947,4.434096268185622,7.775921812466908,3.4339713656810726,5.560905597257491,3.0816645030311385,-2.836020505744239,4.751393992429647,3.959652875487548,-0.8950609802348403,5.793033393220634,6.57002285545288,0.06955029146331448,2.6063092702223285,-0.3403391143607015,-0.3557296389143176,0.2146398094932575,3.935045790105219,-4.219229112461945,1.1372779977226717,4.703828053593217,-2.538139702409331,1.8081894020715057,0.1,1
30,9.142140539583204,1.0,5.485284323749922,0.0,0.0,9.142140539583204,0.0,0.3556329560459295,0.804575102307671,0.053577491797898426,-0.08443608454118492,1.7460394542108806,-3.785338975186092,1.3668579601434714,4.076383925252112,5.046898093244393,2.0699654530254596,6.365968600227724,4.766098023762242,0.787848332240218,2.3233187712115155,2.4696160346818656,2.96061440047382,9.16856731529127,0.46326531790902675,4.321930754783444,-0.11740035623168943,1.913812496712178,2.1295532323397333,6.608971033220338,0.623716995226392,5.825726809191169,4.652700239168407,2.4551302018426595,5.402074621031,0.1,1
31,9.328644162315006,1.0,5.5971864973890035,0.0,0.0,9.328644162315006,0.0,1.382306250089604,-1.4670574469584199,0.06542305213660757,0.07562951969390477,0.5666255197312298,-1.1655833773205595,6.03592789111954,1.6248547711043093,-4.69627907164208,2.4723550802486507,6.962743955162249,2.026253819671858,4.737943802357824,7.3512680694836,2.731014939632679,4.031417938336044,9.045643402501316,-0.6790555086953334,3.5176429873002197,6.6685701158928605,-4.170373979795833,4.2684717805420656,5.871534888766254,-2.2780440760334795,2.0070595667272704,8.618047539032238,-1.7374091049062421,5.417228652694483,0.1,1
32,8.926526755859701,1.0,5.355916053515821,0.0,0.0,8.926526755859701,0.0,8.96244220368165,1.156572154611588,-0.010818871124711596,-0.09941303751312945,5.574064498505986,5.117778958266856,0.3444864890845679,2.667915857492499,1.5396731198718019,1.4194354058903238,6.670988792802511,-2.0483699330590572,5.184163250375378,1.787724637848549,4.590439335440386,3.8725891350312973,0.7050237801164925,0.8877499132127963,3.2158902503474533,-0.6420884631654289,0.620023970770539,2.3216870088007235,2.320301558996765,4.221837064806817,0.8176910767874669,4.88305296175346,-1.7990017147525894,2.870060460136757,0.1,1
33,11.996797273113833,1.0,7.1980783638683,0.0,0.0,11.996797273113833,0.0,2.5746916654799405,-0.5441276155037981,0.05821225667207585,0.08131010498790642,9.793737711236385,-5.916533497758415,3.2476602103861762,0.35609785469487143,1.658014012788548,4.868642865123445,2.7957098763646404,-2.3583302328855194,4.947822132625703,10.64964444857899,3.303252240260268,5.202275989009007,5.069093198482875,4.144629665930825,1.8198786237528872,12.216514212438693,-1.8283596192183247,1.4973203732698013,4.526214064284169,-2.224079512146374,4.011867115748886,2.7623715251382763,3.6733816560455415,3.312499361525653,0.1,1
34,9.433293028822153,1.0,5.659975817293291,0.0,0.0,9.433293028822153,0.0,5.253728815520378,0.8060476014665379,-0.09514595068968072,-0.030777395395920795,9.622694188801594,-0.44383889198883436,3.89195101442527,5.725208438258832,-0.6907096621109009,2.7899826191419748,-0.6896348603844071,-1.1105989310710338,0.3936972196300854,7.1109906227418485,0.9658177724690211,2.3349661115359637,1.618978678922001,-2.3924864727145696,5.428566232230136,4.662788702376404,5.431202340582605,1.9017711718192323,5.355548996119921,2.777068229362261,2.0281762337878626,7.173980853583904,-1.1161708213166588,3.8129891225622607,0.1,1
35,9.891003483179182,1.0,5.934602089907509,0.0,0.0,9.891003483179182,0.0,6.153091460595419,0.385560045022566,0.030239035689139673,-0.09531841753087877,9.325939365958439,-1.0524328074887837,1.4734406875477815,1.4940612368555257,-0.9401643991495853,4.4949978342207855,7.694929083731406,-0.5624740637918525,3.084979501666994,4.382853750756131,-1.9268118794253575,4.239027738828328,0.6617257933790786,-1.2511279521238705,5.911608726277455,-0.6514251327505942,1.3000768225921857,1.466832743342666,4.150572798264924,0.17036514068743036,2.533540653074149,2.6573758349127554,-5.025208038680724,1.7288820794987625,0.1,1
36,10.404107614952629,1.0,6.242464568971577,0.0,0.0,10.404107614952629,0.0,11.494465143977937,-0.5359982525090924,-0.09405051199412064,0.03397795158104401,3.00037706736177,3.253957637721435,3.037405595837771,5.464067457370542,5.9201376461609,6.061369936212725,5.8004631218043645,-0.4913330022558354,4.72812647173396,8.238208885601193,1.6055396826524437,2.891034513982282,8.565047056176658,-4.24166490238927,3.515116580794561,4.2002228485214985,2.2998303061068084,2.0003668183075334,6.18560426562519,3.620691015398148,6.174621870003612,-0.5333692635828227,0.4376562066890604,2.424925017220905,0.1,1
37,9.47730785238302,1.0,5.686384711429812,0.0,0.0,9.47730785238302,0.0,7.571821469071058,0.4677874466898877,-0.028800537115335468,0.09576287935243064,5.132373509245041,5.1562962001481685,0.7535799157925968,3.1484881129371365,-5.318888017605228,0.213061869697561,6.37312999948063,4.898052008846809,0.29116339504219046,1.1894510766586257,-1.4141615635233378,1.4562064867633646,6.467689384258534,-4.88049742279901,3.5040236154227906,1.9796926962362371,-3.999836004139735,2.6620615918582473,1.5777859850747764,-2.606735906880395,1.2823914034431652,4.620342757576687,2.4329628639158414,1.9018393824125783,0.1,1
38,9.92607598426613,1.0,5.955645590559678,0.0,0.0,9.92607598426613,0.0,1.0686581727323792,-1.0125099775241433,0.06444328921471236,0.07646608709218054,5.296349873193563,2.5467957624430744,0.827912379697544,4.835350636651332,-5.504940836840121,2.3359442478228893,10.381336928887798,-1.4245480249375808,2.7084752770984335,5.5239922341434875,4.399901047695037,5.987874211114455,0.3086739541766885,-2.1111793744632643,4.299607521362216,0.21673837924448147,-1.3537230143322985,4.467086380175113,1.1915661228065608,3.840429587168263,6.281873023735205,4.967736444454212,-3.144756389010361,1.4248926274233584,0.1,1
39,11.303933710708074,1.0,6.782360226424845,0.0,0.0,11.303933710708074,0.0,4.612476052638164,0.8660873789128294,0.0934370289826863,-0.03563034682526458,6.20039643228524,5.380164955726662,1.2578977415423696,9.905852520346242,-2.92826019160354,1.6570216853333666,4.531817425212343,5.9257575897849595,5.555822214541754,12.23395255938222,-0.8153391029099155,5.851654982405017,3.570142770461685,6.183882933585894,0.9762805954617646,5.112938113348329,6.07564993419799,2.7730915411856567,3.3505130836985018,3.8184959625852333,2.6379727854220443,-0.25949136665805916,0.5534802969966508,5.204294003455062,0.1,1
40,8.83744438498536,1.0,5.3024666309912165,0.0,0.0,8.83744438498536,0.0,8.38846761875158,0.4224629299867626,-0.09982653506049324,-0.005887520515133215,0.28563717306553027,2.2810660298933234,3.264180375751315,2.5357474068272565,-3.0897154109148888,2.3657815915730587,9.022814490119146,1.9339000818034209,3.0406911665090783,0.09520258811142224,-0.10416068992917117,4.239064864729332,6.313240256366323,-0.8126796933256538,4.9811746537812995,5.709255325485236,4.428242700370186,0.3241588723698605,7.053458751862904,3.0658494369326084,2.398368575100057,1.1171710549053642,2.080117942073812,3.8907425932250663,0.1,1
41,9.793257207596763,1.0,5.875954324558058,0.0,0.0,9.793257207596763,0.0,7.289700081415291,0.09847957717469313,-0.0038162669657822476,-0.09992715399953048,2.8764983973285605,-1.001706672527865,4.400509224257431,3.709425016252041,-0.9370824302317574,0.36087421418957866,8.347310442718523,-3.4065265108942784,5.714881203615547,9.421200993977642,-3.380911943490958,3.8746690785064026,10.115285787332972,-0.35156375165495274,1.2171299741263877,4.464876324602919,0.7445403561325878,2.1848460875245417,3.7592715266097048,0.22776608585804553,3.6295403767325944,9.100452097185103,-0.16836144748748302,4.101452530684381,0.1,1
42,11.41398425219755,1.0,6.84839055131853,0.0,0.0,11.41398425219755,0.0,3.6742400600300753,-0.816136158802362,0.08461479662302943,-0.05329480455394662,6.016108759028049,-2.6351551762741856,4.7222037476744365,7.609959521377431,1.101623589635376,1.271453871683653,1.7947680465964715,-4.97246693667104,0.5781260808198532,0.7880812212870669,-2.0753697111426654,0.8672240015013413,5.263805885248228,-6.751956278899477,5.8539682631168,9.950088470583434,-1.5610836184736328,4.960104836702371,5.952281751874987,2.8894649948355045,1.259218512824481,4.397745188062711,0.1436755416490556,0.09983811704053791,0.1,1
43,9.888901454321639,1.0,5.933340872592983,0.0,0.0,9.888901454321639,0.0,0.28189712100758846,1.0987244895536636,0.07204677582730482,-0.06934884348631985,1.553419264277661,-0.7414233174230036,4.015652084780804,10.65113531446076,0.7305221122759632,5.19688137503651,9.15719383307227,-1.4746526407959155,4.043407916573757,8.221966813934124,4.5767247771283515,4.189890697604443,-0.4421379344639247,-1.8804616020043912,5.366167330142665,2.632690283502644,-5.132690173886432,0.4612591069392367,5.891671059040817,-4.080048328546871,3.2579638479074213,0.571491484839636,-1.1881349775030512,0.16683128557251825,0.1,1
44,10.084524829385305,1.0,6.050714897631183,0.0,0.0,10.084524829385305,0.0,3.2337868410766206,-0.11376367552603384,0.09201456931671151,-0.03915761782156945,9.611056937840264,2.819314751806947,0.12384938729841785,0.3384382095632681,-1.7593587936495174,1.6882218884767526,2.7848807065280803,5.368209185625398,2.407084658305596,7.322484996704958,-3.568313561502697,0.16489793043794404,0.07081329841676709,1.000874836705537,0.8803467392818106,7.975350521822161,4.8131581287188006,1.8630201678132865,6.428746095245746,-1.4150156806121919,2.1210984000886013,1.3366084722953957,1.8628115637271376,2.7493928615776144,0.1,1
45,10.999143791066565,1.0,6.599486274639939,0.0,0.0,10.999143791066565,0.0,4.696743680976314,-1.0449124499135583,0.09449343622106639,-0.032725991369785254,9.811372465091205,-3.9276614129195497,5.932196410367182,5.141111331694534,-0.8005720567347238,4.728974097592836,3.3070451335435043,-1.5008211139387657,2.3692287949912623,7.604074671167613,-0.07496364975488003,5.497953075409892,3.0382100202215505,-3.0512727751304642,4.79358991581776,2.472814544347195,2.520919251125859,2.9227704614370817,3.5723538709002702,5.377727869043297,6.005363868977519,10.994704603944868,1.2555741238140186,5.607111584217698,0.1,1
46,9.428842343330446,1.0,5.657305405998268,0.0,0.0,9.428842343330446,0.0,4.412861190721419,-1.4932615663803799,-0.03764976090270536,0.09264175896413626,2.120108166089342,-0.37110340774010586,4.635877332520586,3.785028279010169,1.1540949064944117,2.1109634223232363,-0.13487358918776504,0.15312185452081548,0.0006034406354581587,2.313476418577336,4.999799058678416,1.336179194803924,6.920481228638768,4.1392313254787405,1.8202097223199207,-0.672362780610257,0.158208405766159,3.4752603737292076,1.9188674180479293,-4.476724704788434,2.4469960390908216,0.8050448095443734,-2.3224586173512,4.1322742948864475,0.1,1
