idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,agent2_x,agent2_y,agent2_phi,agent3_x,agent3_y,agent3_phi,agent4_x,agent4_y,agent4_phi,agent5_x,agent5_y,agent5_phi,agent6_x,agent6_y,agent6_phi,agent7_x,agent7_y,agent7_phi,agent8_x,agent8_y,agent8_phi,agent9_x,agent9_y,agent9_phi,agent10_x,agent10_y,agent10_phi,sigma,seed
11,13.650733158876442,1.0,8.190439895325865,0.0,0.0,13.650733158876442,0.0,13.370978385973125,-0.9078172428305836,-0.09781275247280781,0.02080061185862642,9.579259983467278,-5.1936876900787645,1.281187854656217,8.559165952263822,-4.16726167744386,2.2201684175309313,9.862866580835288,-1.5722093941217126,3.413738842994325,3.9027332411238422,-4.899724491965188,2.6870108015905307,9.500860863572246,4.252645899646625,0.7698513686643995,0.7857382213580122,2.30696348604084,6.068477057635838,1.4564751942259644,2.147864484432988,4.343537113624681,5.764416629818306,-1.163513611086589,5.234113761141777,1.3393466723743819,5.078418712041436,2.245992108977415,5.9871831718107495,-1.6625002943637828,5.936956099588492,0.1,1
12,11.543395976289478,1.0,6.9260375857736864,0.0,0.0,11.543395976289478,0.0,10.020107460352076,-1.3515486460898503,-0.09658740072496992,-0.025901235900900182,0.46346839070907464,1.1274925352400904,3.4038299356493713,5.268097475406185,3.4277436174210223,2.520463099489953,5.272742115384304,2.1379191843346583,2.2055479761750614,10.292099627829582,-1.558609984720774,6.12066713456727,11.15094888228273,-1.3187594412359014,1.0694369346824044,3.1675396610717264,-3.411682538293932,3.8564844234528413,4.534435715957908,6.770276509987064,0.24216269212320932,4.711018134953482,-4.283717811050556,0.5762606888115863,6.557781715560815,3.710016568253886,1.3194438132560784,3.0374277910194984,5.618402123742404,6.2309481361309,0.1,1
13,11.759745917744024,1.0,7.055847550646414,0.0,0.0,11.759745917744024,0.0,8.904554005991333,-0.562448952563659,-0.08139061670541975,0.058099634356090814,1.3932772402848457,0.7758347814149076,3.604307355597908,7.714972545032259,-5.647376698471468,0.8268266583068592,3.4389147803875852,-3.0645354285867086,4.499099938623628,1.2086308396467036,-1.9345502752528982,3.496840705125117,8.343970986785312,-2.6283829981148448,2.658930888657965,7.313706878563588,4.174945022422357,5.7647079975992845,9.969533950765218,3.1346943107176735,5.3778555523037905,3.6784385076385497,1.736026975715455,1.388390203107172,8.293576599480877,2.814961165289678,1.0466729671703292,1.5850519621273556,-1.576202444958348,5.752484881264988,0.1,1
14,12.21489858387111,1.0,7.3289391503226655,0.0,0.0,12.21489858387111,0.0,3.798447723427335,0.09603321565356171,0.08907384928551565,-0.045451615740930956,6.67252811022566,-7.029745548697909,0.6134512542818064,6.0236037106107645,-0.3216362044339184,2.3650291977456597,5.612756044315377,-2.910717236869603,2.8675960333000807,8.22261787692288,-5.849021159813427,5.602624628831422,5.495726404054657,4.562226813685368,2.6342481812694203,3.3568483244163927,-2.809529474330691,1.6644918355201288,8.453452011989386,-6.7982808002947746,0.12477635173286424,8.982229086124565,-2.43258956692498,1.814296635420491,11.248205589356346,-3.4544064312343976,4.905434726476835,12.031467398584113,-4.086294093367008,0.12673774164968904,0.1,1
15,13.530558778359064,1.0,8.118335267015437,0.0,0.0,13.530558778359064,0.0,5.740069118708009,0.10473617244387112,0.09546931535011668,-0.029759197344350126,8.587699773173018,3.217621525034309,4.505178120075055,6.744668267592931,-6.084029915691697,2.0113872304541043,12.950760722401586,3.6060677810280026,4.358115655204936,3.763056140028301,7.228740329774221,3.3840887563434143,6.516830713516709,7.583340862797116,5.577789866142572,6.692069216573483,-2.9877203465471607,4.6078692794363665,2.1935210121165216,5.593253452468944,2.5630290496277963,12.460573998624778,3.474753817230944,3.0467763600559974,3.146154606454851,3.8325861251005033,2.961804080399568,6.162696042958849,1.1497623660050034,5.477067696321615,0.1,1
16,12.392113871995122,1.0,7.435268323197072,0.0,0.0,12.392113871995122,0.0,2.1761637977168933,-1.2871490677667772,0.05173362004145876,-0.08557822478531545,11.441495669543631,-0.2510430379449746,3.1537167118387037,10.808658756469377,1.2626698490266537,1.4196071796574554,9.045429974333539,-5.463543039491808,0.5928124074895379,10.114908523393265,-1.6877816578429956,5.706739015815233,10.923419918463868,-3.347159762756226,4.743044524650565,4.809344185187607,-6.193066730633882,1.1136439265854559,4.98529262131644,-2.3992948620107386,5.167657763846761,5.389709137052029,-4.170986088950616,1.8871343050322893,-0.2454006121445822,-3.2762676554213,3.993937981188392,7.943093020030311,-7.095958532336392,2.2377744029166444,0.1,1
17,10.276360842930329,1.0,6.165816505758197,0.0,0.0,10.276360842930329,0.0,1.8530717351126968,0.9644363550099215,0.06981714526062949,-0.07159305991264908,3.761050929185739,1.2336865385389333,5.442176181438808,-0.49099886600555553,-0.14098422737326025,5.747970323047872,9.155638239695243,-1.8830038774069604,3.9698502074753725,5.3766382229882685,2.198079631435196,6.163931935789038,4.4533828874965735,-4.414739836432785,4.599641504600727,0.619618624801106,0.46034285599914176,5.217707448073088,6.148995394038633,-4.225794372171667,5.621695641242619,3.3566816512886213,2.1624788539375617,1.7084342872663596,1.2174417716793982,-1.0688499785413852,6.199480274686823,1.2447509792925824,4.236603863261229,2.4530436551844423,0.1,1
18,12.757377781939338,1.0,7.654426669163603,0.0,0.0,12.757377781939338,0.0,7.7728582110502575,1.0092166643122296,-0.09672732573611831,0.025373696142636855,9.48264511156197,1.7773475057409216,0.23634305605796269,3.7056153831343277,-3.6662142257285724,0.6436577425115168,3.1622513655042286,3.488195700923306,3.291907776763713,2.938505156442311,-1.4244277003200239,5.378458802356555,7.568436917653316,-0.7992968076519618,2.7183231152420486,10.71182709652367,-5.133287875749198,0.023432274322981943,12.955205250867321,-3.525754900193535,1.333939757514079,9.720636265290043,-1.4447511024627924,4.775034965649577,3.770343484148348,-1.6511565614112502,0.9953695779232451,1.8662659659456944,-0.06522314217928837,1.2539750967091725,0.1,1
19,12.39787149512583,1.0,7.438722897075498,0.0,0.0,12.39787149512583,0.0,12.78900119334769,0.46043542162413875,-0.0741584291469069,0.06708597011643484,0.8467987266921684,0.8238205399671952,1.5812589461089748,4.76679558913509,4.750300700754151,0.6963074560764465,1.224224993342074,-2.714698778192524,2.7409259732984284,1.550776676907307,4.841852822679759,5.070701195759158,8.772072869675576,2.326710040108441,1.474316682008644,1.015552904096218,-0.8042352377496227,5.337983738121974,6.906215456791285,-2.2176903149698055,4.471975572934132,10.329070157302269,-3.36775648168748,1.262560977512461,12.752362453591326,-0.9070283771192632,3.9694119885081114,1.1884362821341368,5.490878822143317,5.150277879338135,0.1,1
20,11.178325642672572,1.0,6.706995385603543,0.0,0.0,11.178325642672572,0.0,11.105710166320966,1.368096375058986,-0.04848486408867315,0.08745980765073116,-0.38929479900774844,2.7039431998092742,5.0536154597522795,8.648376696699245,-2.631741579974053,1.7919755983158074,7.43765057926484,-3.0955343004214835,1.4332307368538968,10.78861361954137,-2.313987531251504,4.848391424089935,3.283919931225947,0.8151508429547557,4.4304529016711225,5.007348901932601,-4.625611120335489,5.426169803322794,1.9499772968329152,1.6930779731817798,0.9196171235120596,4.699420355887416,4.866099483535764,5.414090316097714,2.577398353649938,-4.250382433582884,2.71826588765737,10.649149970006363,-1.7863335310855868,1.7174802936200722,0.1,1
21,11.260753870868358,1.0,6.756452322521015,0.0,0.0,11.260753870868358,0.0,3.8318318384429664,-1.1682840199972355,0.09191794635724986,0.03938389439181632,1.724328724844383,4.194200346977328,2.454987374611588,5.256835505536226,1.213691321195367,4.4724361970634074,4.658041758234584,0.8333465561369873,4.742494360807741,6.335430438449311,1.2458433491428278,0.4905572426079589,11.240278224920285,2.85888237885671,0.8680979059979441,8.323686017096241,-2.8250406338380945,4.714462321490081,8.213195239056398,-2.8070288163410986,4.43372303537918,-0.20616549198133427,1.466505593641751,1.1640699206761,4.190449692962599,-3.5311540043815297,5.194509871291428,9.405191425383643,-4.41133587326552,5.032210470019514,0.1,1
22,10.439045040314511,1.0,6.263427024188706,0.0,0.0,10.439045040314511,0.0,10.161984611296429,-0.7036337054436669,-0.04621082326390229,-0.08868235344910727,9.170099653506174,-2.389787443144551,5.033542134265504,10.092670149885954,-0.8689990152063082,4.036441016318665,4.079150851659614,-4.639978985134204,5.036253278723113,6.382736187472256,-1.2073704732495527,2.5195257683913623,4.545728320791391,4.8922852627616065,2.8287908547874103,2.453332908064274,-4.675251489727803,5.807531372993319,7.329070066856357,-1.055833311983952,0.4475745410647197,9.86164661940822,1.3400950901881659,0.9814381116167915,7.659594850178999,-5.116445803499424,6.1124863080723175,5.445716054730151,2.746748529083801,5.73812719187873,0.1,1
23,13.619100910321034,1.0,8.17146054619262,0.0,0.0,13.619100910321034,0.0,-0.22050344301918906,-1.0404755277275992,0.00046892249949735654,0.0999989005524034,8.02829756242686,-0.3165878166807895,0.684776419878875,7.075799664983175,-0.7599895404764001,5.943458300302906,2.2664498370979764,1.0929723728845184,4.238453041493015,6.103172176425955,7.853559298666473,0.39267245397136996,13.913239020506074,-1.5420171361237545,5.26176832079595,2.7582837806128557,3.0689328368849593,6.106651279646733,8.659397391563715,7.339606451274994,5.26372367703814,2.7761832942018074,2.066084199140878,0.06148020981546938,5.8809464034942085,-4.726067704780517,2.97250527686027,7.271750857513447,-3.536260097615897,3.7018879999173735,0.1,1
24,11.944648860055906,1.0,7.166789316033544,0.0,0.0,11.944648860055906,0.0,0.4991861521757796,-1.1755213744318547,0.09636207480725181,0.02672733692011994,7.579703994820848,0.401625712632186,3.2139465090533417,10.355583825667393,4.886191688219967,4.56357445029715,8.099495176457411,-5.7939262345086435,4.766008047800136,0.41526786505160196,-4.359414093697406,4.434096268185622,6.105835208286638,0.5981865990254275,5.560905597257491,4.399435164460849,-4.460298618133177,4.751393992429647,8.578818515777535,2.7898197132234186,5.793033393220634,4.88073241026726,-2.0833793685800766,2.6063092702223285,2.5197175344345797,-5.083121874673391,0.2146398094932575,10.156181455061423,0.14531854341905542,1.1372779977226717,0.1,1
25,11.009957532527554,1.0,6.605974519516533,0.0,0.0,11.009957532527554,0.0,10.99762282263251,-0.6009673001640244,-0.09784732261776831,0.020637380079224367,5.160632187322071,3.513098980514498,2.96061440047382,7.509730495345297,5.323333969444244,4.321930754783444,1.3942164903998577,4.516515476756179,2.1295532323397333,11.607465782803395,0.6149151505209245,5.825726809191169,1.7816028340417116,1.5198652092415914,5.402074621031,10.826176329343152,1.62859812146389,1.9227498027267997,5.707639450482954,6.095290373757999,0.2444184438536864,6.024793523502526,2.5134465411833293,4.8266908073704835,4.088819201413882,2.5973897274909055,1.5080418379874498,9.255826089082426,3.76927292401297,2.0870293697818947,0.1,1
26,12.509803531452334,1.0,7.5058821188714,0.0,0.0,12.509803531452334,0.0,1.4882374522859885,-0.8520496890587154,0.09842778543016764,-0.017662702378539917,11.93546380808661,-2.496243180902856,0.9310341534594626,9.607077216119789,-0.8461647063715954,0.06899472175061346,1.7127985268664627,3.5928670113927605,4.016145019742251,6.396373365058948,-5.534798958175894,1.4553848247816117,2.4201729039905246,-4.732663341281192,6.007137078715592,3.8874286749501645,-0.934773436210159,1.2252491416462845,5.109290661408362,-2.4088979387161564,1.9866138111029277,3.122298342295421,6.7191013841072476,6.1834817355637774,10.662164043368929,-5.181384519575911,3.266342912078243,0.5591905290959858,3.765902013259672,5.793251413018493,0.1,1
27,13.523825002891037,1.0,8.114295001734622,0.0,0.0,13.523825002891037,0.0,3.855709903717106,1.3634556860631513,0.09985221719995563,0.005434585564041474,3.5623872947661654,3.4283264995978895,4.194006411432591,10.538305268624287,4.028523915211172,1.9183330893101465,1.3418221104777635,1.5089986332389995,3.94673998698532,11.370836221399585,-0.37454875960340195,2.187866924200517,0.8124224437122134,-4.048105949902941,5.094215203380635,5.077668795736256,-0.8793251158479417,0.8626842397001651,10.611206525226505,-0.23929775921689567,2.9062643264020918,12.30298346172298,-4.860207205934929,5.282751548982215,13.132156598259803,-0.03204789585367217,2.8557836635508806,12.322423364957668,-1.6673867294141371,3.7763065208276685,0.1,1
28,11.459756674899804,1.0,6.875854004939883,0.0,0.0,11.459756674899804,0.0,0.7180552729186621,-0.3851358041909685,0.03434752838639662,0.09391617163058597,3.6638447618206533,4.490911598598161,1.428697520574899,5.807957588505936,-6.052078219994849,6.192963201672299,1.8903170885700993,4.742077094871096,5.682702338050926,6.0240337856961625,-6.249609408730548,3.3442014861693687,9.272566712109494,1.0690662655630314,0.3834121886100365,8.92775183349895,-1.0198444681645196,3.799245543129089,7.160577679207573,5.3047243172033465,1.5807123717888314,0.7841458175372171,0.6814609409200997,1.3446674777886953,10.272250781599078,-2.4643886818933396,5.856827432211454,5.660241104704191,3.184584617470901,3.89195101442527,0.1,1
29,11.210705130498788,1.0,6.726423078299272,0.0,0.0,11.210705130498788,0.0,0.5905397527256289,0.3662691215485294,0.0945766712527324,0.032484661838359664,8.481467029947767,2.516489101532588,2.91335605974406,0.8027135191452937,-2.0956430512273845,2.93047138764891,8.7252544056184,-1.2939315553211275,4.28511181509673,10.59029670074662,0.5905216185832134,1.4734406875477815,9.523753960021764,-4.407379377635781,4.4949978342207855,9.10715836231481,-0.8413349583575145,3.084979501666994,1.143063768964609,-1.2155171324079537,4.239027738828328,10.607921490237839,-1.0234186695928886,5.911608726277455,4.468866141107645,-3.891945903153744,1.466832743342666,2.5520982095739404,-0.8917394176334723,2.533540653074149,0.1,1
30,13.997643400564826,1.0,8.398586040338895,0.0,0.0,13.997643400564826,0.0,11.576650446181164,1.3593682958739088,-0.025947545452711714,-0.09657497028205321,7.2867075497811635,6.504713995254002,2.891034513982282,11.084039629316784,-3.354229858864576,3.515116580794561,14.046782415020676,3.727010089443903,2.0003668183075334,7.646004286834613,-0.8162762931138363,6.174621870003612,5.153436869073902,4.2363154415499995,2.424925017220905,8.907970014549127,7.028044256659486,5.564950794323163,3.633595748628197,0.2567922202782836,4.12225453348213,1.978399105887112,0.5249639192648868,5.756302975193193,14.548065048155546,-1.702553278623207,2.227814315988515,7.076415751000576,-4.930115163821317,2.618180865196162,0.1,1
31,11.805685090100638,1.0,7.083411054060383,0.0,0.0,11.805685090100638,0.0,9.643295220527298,-0.6635527670126409,-0.05182111366229937,0.08552527216442547,0.9268956043925307,-4.103613248822303,2.8981273329864585,5.608849753225512,6.045697571438544,5.0199020802190875,9.624656954876329,3.4921996321811264,4.121324390898112,8.868504188832556,0.6416075935225171,0.2570170303816007,9.212157412747167,0.9917362167101331,3.025473081213103,6.582282845051865,5.90334903377247,1.1686545026409514,2.950181743990277,-1.1195922176738538,5.371073314516509,1.198513657631775,2.446321362313772,5.560017279868021,7.709545428997409,6.08980801108594,3.4850611632770963,4.041096567578843,5.4169225331462805,4.626988192615534,0.1,1
32,12.985236222455825,1.0,7.791141733473495,0.0,0.0,12.985236222455825,0.0,-0.7173489993103824,0.40521319925921173,0.09947185907299129,-0.010263978398406766,3.431745948041844,-6.989216458977897,3.642883364465424,5.585568907089645,-3.6232082234975866,4.967679362866822,12.363299014194485,-0.007704001778532907,6.008216914755807,7.328245178959406,5.686552569277208,5.815227320447039,2.7031219178253596,-2.883645020225256,5.08169580609465,11.754982241847456,4.22473371873458,2.715076868505933,7.970375944800762,2.4113685042337183,4.815018579476229,4.915146462942187,-4.480976908790914,1.4692117491048986,8.843047429286246,-4.543355291265727,5.680305371570077,1.491436412615669,-5.7303637690202365,1.757622469809464,0.1,1
33,10.800802573882399,1.0,6.480481544329439,0.0,0.0,10.800802573882399,0.0,7.286957245953843,0.8783357056600627,-0.05628343231306337,0.08265697337224982,2.772713046010879,-2.042239638197011,2.6372888369341885,6.939561315026494,5.896265951470164,4.165062246163415,7.055515732454342,-6.030994957082953,0.39766146747154973,2.9052168892705037,0.5472549474661977,3.165679637019964,8.664474011601888,-2.807329385684134,5.877962070427669,3.268099397618205,-3.61737854902387,1.2872181864893124,8.832656508413072,4.7963511943985795,0.8608805433803344,5.621234554424828,-5.261786791249863,2.579375396979989,1.7880449625320196,-2.0216976948380765,3.264180375751315,-0.15953112853914408,-1.4865145971341978,2.3657815915730587,0.1,1
34,11.526848856333759,1.0,6.916109313800255,0.0,0.0,11.526848856333759,0.0,8.580114793809036,0.09847957717469313,-0.004433751767599393,-0.09990166087339745,7.19518177957297,-5.2506643207770525,2.9439479874335257,6.754575258772816,0.13442389437629487,6.2431570998373,12.300593654939895,1.633372235142983,4.400509224257431,0.2444916960929433,-0.43988005953665243,0.36087421418957866,1.4482700770071544,-2.139722921176428,5.714881203615547,2.1285400945604787,-2.8690835175009712,3.8746690785064026,7.652130584473969,-1.8645380516340992,1.2171299741263877,7.1894837431627225,-1.0655992554480846,2.1848460875245417,11.457740172957912,-0.3836073027871716,3.6295403767325944,2.428444097656842,5.751046520472464,4.101452530684381,0.1,1
35,13.41398425219755,1.0,8.04839055131853,0.0,0.0,13.41398425219755,0.0,13.678645230967055,1.096905369872613,-0.015703183881227423,-0.09875935406832287,4.778933218882994,-2.450577720820176,5.8539682631168,4.3261132135697675,-1.0045321162714038,4.960104836702371,6.21997813285956,-7.4196734610998964,1.259218512824481,12.595402270628593,-2.166413361654624,0.09983811704053791,7.379637520283936,7.923634414969357,4.007535042783431,1.4253305043338012,0.5796046355108673,2.022600579266337,6.740440133567353,-3.407817267855931,1.432281079708131,7.163453929365925,1.4790610492282676,1.253845048209313,12.616258647758784,3.8557576341189734,2.9670794661259676,8.211750689904143,1.773614493589392,2.150429307073204,0.1,1
36,11.993381962114933,1.0,7.19602917726896,0.0,0.0,11.993381962114933,0.0,6.679886334361811,-0.5599399606990587,-0.09274974125289225,-0.03738295731374846,8.55643473831507,-4.863342443169292,2.0718063265703894,2.7346346377091653,-4.126067069211979,3.274363945111196,5.4854907072505235,-0.8876794343968061,4.946487508933552,10.254359406939265,-5.556982661998473,4.328466407430519,8.501492895277337,1.2449314576930324,5.820206036332519,0.679440662521289,-0.6215831858287747,3.077527340386664,11.859682233943609,0.9873072104918087,4.413546958631437,9.702245217077287,5.1948078159605,5.4522633858124445,11.210776301927837,0.944017059459621,0.6735387601291981,9.834646462350815,-4.285448810472819,2.9521870307441818,0.1,1
37,11.873523478011368,1.0,7.124114086806821,0.0,0.0,11.873523478011368,0.0,0.4244943260732057,1.332415146305804,0.08490975592894977,0.05282360597390319,3.27976975840685,1.0990082159560226,2.2171394353415073,3.974383134519262,6.362050203190332,2.2384510744485873,3.939634671302525,4.198265793989291,4.707947368077434,4.964816452566178,0.23606580630156493,4.583710134928737,3.730069693942413,2.9609586736430935,5.544375282468544,5.930831309950084,-4.409468263651527,4.291403126038061,6.160643582233606,-1.132190341977419,3.741851360262412,8.587012083278195,0.29538800159539685,6.247579762043371,7.972141500622197,3.302414918632503,4.033595831818012,9.257455642787265,2.4711045081724627,2.447123228725425,0.1,1
38,11.508297896154057,1.0,6.904978737692434,0.0,0.0,11.508297896154057,0.0,6.365295577368252,-0.3316454539572209,-0.09999982880064441,0.00018504010865094979,7.179144615160739,6.299963209075808,3.1100270337597866,11.233631107162989,2.5200201034391747,2.018485541576986,5.325085704682675,-4.6898593488705265,1.081126818779711,12.304884216885576,-1.630461524026905,3.112231360934201,3.2537099442698416,-6.024639575793104,4.154175141848515,9.607489424293892,-2.533512423825496,3.6776433623928706,8.850487805413676,-3.2820691168178224,4.635877332520586,4.1199341128293305,-2.1358856606612253,2.1109634223232363,3.566744704600233,-0.31289715894525044,0.0006034406354581587,3.1657170771669256,3.214244547847957,1.336179194803924,0.1,1
39,10.895771674328266,1.0,6.537463004596959,0.0,0.0,10.895771674328266,0.0,0.631615595417291,1.4168968173520389,0.04405628099484342,-0.0897721789025052,9.208100214651385,2.42138561575597,4.148822649142051,5.727417406055862,0.1336367330341124,1.0386773883591054,1.9168113951194274,-4.106447329974136,0.9978483697010553,1.2456771323679803,-4.396078997179566,5.693143830278925,6.834580991066213,-5.897011850868046,5.8262016919899535,2.1269680024309556,-5.1336238107860455,4.525686732585973,2.574143411504325,-0.35210272648677166,1.4364195702032698,8.820654580320102,5.528908456915484,2.949178726717245,4.975077094043531,-4.831266738648079,2.1752278273512617,8.263241110792077,0.0718483343096445,0.738931168613896,0.1,1
