idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,agent2_x,agent2_y,agent2_phi,agent3_x,agent3_y,agent3_phi,agent4_x,agent4_y,agent4_phi,agent5_x,agent5_y,agent5_phi,agent6_x,agent6_y,agent6_phi,agent7_x,agent7_y,agent7_phi,sigma,seed
11,10.538086126472452,1.0,6.322851675883471,0.0,0.0,10.538086126472452,0.0,0.33807601479149174,0.9222683431238834,0.07543764334368602,0.06564420741200874,3.4032351193766024,3.0295668772871096,5.823288830077072,5.893857954086737,0.6838851715623527,3.9101101833572285,0.9168792622215909,3.753638467670494,0.7333096573294269,4.43321829804962,1.3318940575070946,0.7110942195560718,6.627639852455393,-1.3681706040036723,2.927544895009868,-0.14516782780559634,3.031968951701089,0.5786120361712198,10.043865692902406,2.7054487711238115,3.969416091826866,0.1,1
12,10.661233074461233,1.0,6.396739844676739,0.0,0.0,10.661233074461233,0.0,4.110835619871882,0.18148933092719743,0.09735994848055776,0.022826310079886752,10.27905381609336,-1.7148655876138592,3.502303285478634,2.217616316598895,4.319717686866296,3.1352243456171034,5.415523222994746,-2.587048090809863,2.6669833583930487,6.236995528495209,0.3949257129477637,3.617262204710092,6.153678511361085,1.4160863169565614,6.073718959703889,4.264810128925453,6.190973791221036,2.8781987639656665,0.44516778767259346,-1.5981860238913916,5.261988132626535,0.1,1
13,8.000073359728045,1.0,4.800044015836827,0.0,0.0,8.000073359728045,0.0,-0.7404349559744238,-1.0630803974149265,0.030461468125871968,0.09524756668606546,5.965210760302987,2.3103948810333987,0.42983041690525997,8.646836351475047,-0.4761040861020525,0.5022935766560542,7.865957255783966,0.06673565446421628,1.7076763437121272,1.5576529015690244,2.7409179160915857,3.6213645445109677,5.144905783561042,0.4402097431981083,5.060782919986289,3.3012006975834254,-0.8448617006663823,1.6788142379403546,6.113344745379695,0.636112085666318,1.7792162220557908,0.1,1
14,7.711303134268423,1.0,4.626781880561054,0.0,0.0,7.711303134268423,0.0,8.887203003358067,0.6677920301730963,-0.05944357405504014,0.08041431155934223,4.695991429821201,3.5658062261489585,3.0486264076377174,4.222207608313756,-2.0192446941866566,2.3643456674423238,3.4582002635933065,2.248223269775071,3.9150137508588796,6.630357193631816,-1.6959494429261288,3.1319139257593878,0.5272645760951296,-0.31790237218947387,0.23222463143577263,2.7958603777129807,3.0218481209067947,5.234488810865953,5.412566273959627,3.0265959356802288,0.32467693503908135,0.1,1
15,8.767717645816152,1.0,5.260630587489691,0.0,0.0,8.767717645816152,0.0,4.178839658628541,0.41841580955890034,0.009110401322522032,-0.09958413823366946,1.2507510955512404,1.5312081216510378,5.104755685054276,7.387470023847393,2.9116405856470013,6.154419250568444,7.557007235463004,-0.6919671073735688,1.2402646663373247,2.8247841774727434,-4.033380701766579,2.998144244412359,5.567749413555244,-2.059461982371529,2.424360730345535,2.4292687090106693,2.440960808385146,3.8572160165240783,8.031358368196543,-1.3158759983950479,1.5721769541489163,0.1,1
16,10.949757370865148,1.0,6.5698544225190885,0.0,0.0,10.949757370865148,0.0,10.858723234394606,0.6792739176833997,-0.028505592392226328,-0.09585108868640069,9.540612760605825,-0.9967419818681721,2.520463099489953,3.292193867180002,-2.859514186835685,2.2055479761750614,4.409356729570518,5.830516642116631,6.12066713456727,4.396149654756616,-4.356612174824319,1.0694369346824044,6.186692354373053,3.3594901066829483,3.8564844234528413,3.9360761351763176,3.1619448310082197,0.24216269212320932,-0.7004379641670209,-1.657569733484003,0.5762606888115863,0.1,1
17,7.197935138546866,1.0,4.318761083128119,0.0,0.0,7.197935138546866,0.0,4.1290474968701405,-1.1052193507509296,-0.09026814406490377,0.04303094429684038,0.8320650823364768,2.248162443100318,4.039774708702343,0.7970025304276711,-0.595444341426656,3.5342293214062357,5.12347120168643,2.3329868199455612,5.465538027292932,3.0036342309518966,3.5854891221439575,1.2399794875539327,1.4945956885666734,1.1499090063216104,0.6539729973572853,0.549543796482062,0.527314956505603,2.4738484756983032,4.280467745687186,-2.097263955214657,0.8619899130501107,0.1,1
18,9.226157933702446,1.0,5.5356947602214674,0.0,0.0,9.226157933702446,0.0,6.545165935787901,0.6696201383030704,-0.027469896620385632,-0.09615302792770142,4.776076532477623,-3.5974137211526767,4.525224065733867,2.5834222146039454,4.898543487552542,2.478506301854116,1.3192915677904895,3.921666665036585,1.8083662015487465,2.157749564716011,-0.8618109570609526,6.050051851493986,6.632370942460996,-1.0135190503351743,1.658939510108906,9.909392361547827,0.06845085538416826,4.487243336551803,5.7625571593809894,1.8701640630105845,6.0584085568477475,0.1,1
19,8.084854595679692,1.0,4.850912757407815,0.0,0.0,8.084854595679692,0.0,6.288541431012643,1.2888246872819593,0.012314661112705749,-0.09923884885305358,0.3455212784388624,1.0390733489306463,0.12673774164968904,7.42069741209321,-2.735010730353267,1.036687423859785,0.04651167839619186,2.2212395188480065,1.9538722128599715,3.610479799739186,4.596621151311149,3.3427241501216822,8.61850285042248,0.5739678371910573,2.2810684427513768,3.676981616586526,1.4710217565529284,5.545788760579894,4.613394562724758,-2.920846023086875,1.3036203891704936,0.1,1
20,7.542084014962722,1.0,4.525250408977633,0.0,0.0,7.542084014962722,0.0,3.555231004361412,1.115107192555575,-0.08110661523259988,-0.058495443972253085,2.2265829204781404,3.718741999970458,4.505178120075055,3.6492695636998826,3.716831842339863,2.0113872304541043,3.6990646508760525,-2.937408903234723,4.358115655204936,3.313119638646343,0.5602386782511104,3.3840887563434143,5.354327620470967,0.9659777245550341,5.577789866142572,1.0813563548312644,2.8483272979241874,4.6078692794363665,3.16220085410619,1.1617026083052158,2.5630290496277963,0.1,1
21,8.696920049714057,1.0,5.218152029828434,0.0,0.0,8.696920049714057,0.0,6.856826399986496,0.005788811401944649,-0.06534335124063588,0.07569839132136752,1.3610383060163627,-2.374971800181114,0.26719769466234355,3.885552208388775,-3.415212453350195,5.193107753082018,7.0988502312442865,2.952818486383027,5.87651120866655,2.645378242992944,3.2684195362147097,5.667084053647428,7.504196663763864,-1.14275692962308,4.492108693525217,8.574779310739673,-0.9162596198946696,4.245041528479515,7.3395577150400655,-0.14315184850631543,4.5214217196690445,0.1,1
22,7.3773960999126675,1.0,4.4264376599476005,0.0,0.0,7.3773960999126675,0.0,7.579403264682857,0.9069718465299385,-0.08194149560785391,0.05732007761289285,4.630571971174227,4.112012416969206,3.2534856628195685,5.421560418073923,3.433336041408067,0.8079171925261883,5.370107357848234,0.8035086089838062,3.2986386642083763,7.271884343299799,1.8098312543270298,3.4094435963624248,5.889550695484292,1.020317005358711,3.1201797776236453,6.669388141439644,1.8894700721318196,1.297392092294023,5.01950594836278,-2.281924201238806,2.7294024224790245,0.1,1
23,9.902030747224954,1.0,5.941218448334972,0.0,0.0,9.902030747224954,0.0,3.8048007176249996,-0.7901280181928614,0.06546266567138208,-0.07559523399789736,2.1566909469020334,-3.044736361403224,2.4530436551844423,10.185439381633973,-0.6271987406776035,3.1240785498491457,4.550133829053409,-3.5404911075764645,1.1330074213207362,7.069090852307274,-3.8285731319400442,5.161503432092518,7.796053145364135,-2.2148466190104448,2.116790218049761,4.192371387400775,5.477030361679281,4.331278891456171,10.613664027834124,-0.475102314840115,1.371968665417039,0.1,1
24,10.080835664388907,1.0,6.048501398633344,0.0,0.0,10.080835664388907,0.0,1.5969857086517383,-0.9012709945337931,0.09139981462024326,-0.040571836135244954,-0.407495895308398,-2.255739757305414,0.23634305605796269,7.428531949029131,-1.6043834047913854,0.6436577425115168,6.6139015198459,-1.8640404144408373,3.291907776763713,8.183318539324649,-1.684949441706925,5.378458802356555,6.637651570949786,-0.6904971702095741,2.7183231152420486,0.9209721064864569,-2.607725886913655,0.023432274322981943,1.3688452724752085,-0.05306938269374867,1.333939757514079,0.1,1
25,9.437133506245875,1.0,5.662280103747524,0.0,0.0,9.437133506245875,0.0,-0.3103233071264599,0.8550320733667617,0.09327797766521502,-0.03604467897884027,5.769071186924224,5.070777736052258,1.8636141293362105,2.069801164551076,0.04603579021650093,3.6411283913600543,8.29869241834124,2.5303140289654302,2.3357870487000865,0.610845077435406,-0.3424457246421917,0.7351476922209278,5.680923237904135,-3.6519647276036484,3.295521721418682,9.032216965554436,-0.03906012231677272,5.021117632170941,-0.3309568669105083,0.7772411765639511,5.599117878849623,0.1,1
26,10.228108640988218,1.0,6.1368651845929305,0.0,0.0,10.228108640988218,0.0,4.422624543416065,1.1607972262620407,0.09997799985892915,0.0020975090483628645,6.671829302433693,2.5318612266138647,1.8156904186355667,7.587070969884403,-5.087220226779445,4.523963285193007,5.951237374573663,-5.109200887536975,0.8350730921578323,5.222545948012163,2.748810669566418,3.0358423510786907,3.7655289850021565,4.687637607621655,2.2502167967904723,10.469405424502671,-1.48011335200092,3.4179669974074254,1.2783007221142269,4.518841866270718,3.7903324403954692,0.1,1
27,10.733431141568145,1.0,6.440058684940887,0.0,0.0,10.733431141568145,0.0,0.3791598676844022,-1.3922290366885113,0.04015773948422231,-0.09158250902610898,4.423287112785445,4.195663476465582,2.71826588765737,6.121314133495591,5.45072692752418,1.7174802936200722,5.939751943072177,-4.187416822693051,2.156669820141501,4.4206862855601265,-3.266093042468674,6.242369132318431,8.770920625028872,-3.9303890952780014,6.006927001115218,9.163312117583846,4.981973773074305,0.5261918596632362,9.095002677024127,-4.41112531351337,1.9803875493524636,0.1,1
28,10.473779333031406,1.0,6.284267599818843,0.0,0.0,10.473779333031406,0.0,1.9404507238469015,0.9801957688670275,0.07922643978562938,0.061017794444686725,2.4803711878152166,2.362493135102811,5.42018739414385,6.984320427148836,3.087744379557614,2.454987374611588,10.224020676890888,2.5415101319755204,4.4724361970634074,7.684390494553607,-2.56720973379431,4.742494360807741,8.893397908039404,-3.973924138121261,0.4905572426079589,1.5328598039206258,0.9306846613495978,0.8680979059979441,3.9425919838060057,-3.1740245689894913,4.714462321490081,0.1,1
29,8.330974114500632,1.0,4.998584468700379,0.0,0.0,8.330974114500632,0.0,6.838267964649112,-0.7892304988241985,-0.07906969267015707,-0.06122077834401414,6.790834164340415,1.268773592166869,5.739155209707595,2.9658423027933103,-1.1504726580159104,6.106716276181478,4.211915996404806,-3.3359583618619473,4.471394619281969,5.206159451768312,1.2882076634589636,5.479162324987628,1.118889858722088,-2.0726150266334464,1.7076611524352032,5.826247592186419,-3.584357326847977,4.1781195991658455,5.488225702250079,3.5764024734044315,5.819135971938734,0.1,1
30,9.569678160983957,1.0,5.741806896590374,0.0,0.0,9.569678160983957,0.0,1.8228162366411573,1.3786533132807226,0.0868681559746427,0.04953709193690267,9.180537560977132,-2.6652270180398996,0.061020002140536524,6.979465571749307,2.898923247304351,2.05456930806116,8.584039437306526,-0.6394961102314803,5.850766927282078,4.249618706502086,5.494187253729547,4.972159035568491,5.978453050850483,-0.9611155027367172,2.4306563839287296,6.659921939371182,-1.2781799354514822,5.391040938802605,10.385196837348545,0.8418247625282114,1.9324679731400034,0.1,1
31,8.849699221643021,1.0,5.309819532985813,0.0,0.0,8.849699221643021,0.0,-0.5070475429607524,-0.9147501150362927,0.05876626071907829,0.08091060870551721,6.539138983971759,1.7265116754124745,0.06148020981546938,9.34529424390643,-1.7390315411484527,2.97250527686027,2.898287525760006,-2.9761759214046695,3.7018879999173735,6.676691527858805,0.9326732139438608,5.5794603450670195,6.231609851643783,-2.951009549602329,3.158937294988868,8.857651099693872,-0.7907720268197289,0.4858398607057658,6.866615754765041,-3.9707186655034747,5.865513737119825,0.1,1
32,10.884936319203684,1.0,6.53096179152221,0.0,0.0,10.884936319203684,0.0,10.035801348748084,-0.25557898925365796,-0.005171285176713463,0.09986619953528374,5.815430861282325,0.4157561961266016,4.115739308483038,6.927856564509715,-4.045858030943957,0.03471919517702439,2.705035797561471,-2.147468012982689,3.2139465090533417,5.909362435442979,2.091890277417987,4.56357445029715,3.580197613197223,-5.280907516222265,4.766008047800136,8.046913351446332,2.787626712043031,4.434096268185622,4.844118376576021,-1.1419922192392429,5.560905597257491,0.1,1
33,7.7240136600288665,1.0,4.634408196017319,0.0,0.0,7.7240136600288665,0.0,1.6802989310857208,-0.5116642983646309,0.05845177826515291,-0.08113808980769388,5.3818247892677435,-1.9675025269005806,4.071254593210701,4.475216031076653,-0.7221937849830599,1.6685021197682373,2.8143253979674885,1.1069715726656302,1.2106262618172354,3.024368963474435,-3.2311863977002497,2.3091976924044926,5.257925818417492,-1.863950463836532,0.10042570379358907,5.305529254977948,2.012185926973073,2.7540412377119696,5.081967282141524,3.7995770432143656,0.297005806367223,0.1,1
34,8.884785665697827,1.0,5.330871399418696,0.0,0.0,8.884785665697827,0.0,9.164195926046496,1.330360261973793,0.015042733149600203,-0.09886210689333867,4.719665386081487,4.412568484395083,4.293755292050862,2.9104789760621337,2.6990714029794627,1.3330794465321547,-0.06610413691189354,-2.4541002460999595,3.740516856950663,9.385247045833337,-0.03479430280691658,3.4187216076118467,3.5367962413862886,2.8064730601848398,4.137979317597116,3.411471494217918,0.20659198228613393,0.7225473038990079,1.1898269834487905,-3.35431557993865,0.7935318469119438,0.1,1
35,8.57395012839973,1.0,5.144370077039838,0.0,0.0,8.57395012839973,0.0,-0.8652936056411932,0.05235084825706799,0.08468788104122629,-0.05317859348221901,6.953925510905384,3.583771601870625,6.1834817355637774,8.397872866043702,0.2840811609304085,3.266342912078243,1.8183409352292,-2.9533078642556037,5.793251413018493,4.775248414001972,4.211915712693737,4.909917710676887,7.084414431173731,-0.792460375920813,0.7474834972657727,5.904909369191474,4.494380353429199,1.3570639578295747,2.9612425373983005,3.0023479767416674,2.432708339970603,0.1,1
36,10.145941137932857,1.0,6.087564682759714,0.0,0.0,10.145941137932857,0.0,8.530464030887641,-0.1364637406343856,-0.09616313531133004,-0.027434493016909013,3.699786208418092,0.38230604543158375,5.991854987570213,7.956883277302844,-0.2343640279910419,4.194006411432591,0.5012819890949194,-3.110632938570207,1.9183330893101465,0.8364204974770075,-2.2118561997767734,3.94673998698532,9.419740698754264,-0.27022418798433323,2.187866924200517,7.854918575624922,-2.4401138056930574,5.094215203380635,7.269023420940435,-0.011048065351909938,0.8626842397001651,0.1,1
37,7.393131751938732,1.0,4.435879051163239,0.0,0.0,7.393131751938732,0.0,6.808226005563205,-0.7395609520843333,-0.04626696477661063,0.08865307648559001,4.811029509441574,-2.0899732328828713,2.001974440601751,2.6282317752765687,4.200010714971085,4.725289494351752,3.960500755736289,3.5856593387847986,2.2514114248945676,1.9691714364284598,-2.048664162567376,4.759422082034005,0.5538779418007844,-0.5423977449425146,0.29307706012810253,0.11185692073655895,-1.548214619009481,5.974468409413737,4.564552471719373,3.839488432474349,1.307361459510231,0.1,1
38,10.942562823729427,1.0,6.565537694237656,0.0,0.0,10.942562823729427,0.0,2.4469581121040145,-1.156794398947505,0.08413336415475955,0.0540516145550031,0.9041950204442237,-4.257739616049096,3.8129891225622607,0.9744288718363663,1.6496889448854397,1.5842466072507826,6.969064280965233,0.6221541971905252,3.4993243187427328,1.9386677953169307,3.685873415147098,4.829774802397092,7.6332303012695,-2.4840648355102775,1.8012244614287791,4.484264571314962,2.872454415602223,2.9703813253342126,2.672045458082968,5.6873105836182525,3.620794462548113,0.1,1
39,10.749716871483496,1.0,6.449830122890098,0.0,0.0,10.749716871483496,0.0,-0.3553240628289227,-1.10727383414655,0.023693906282067554,-0.09715245135917365,4.514211037325193,0.19991466035323757,5.911608726277455,-0.492887823606325,1.2575456276771826,1.466832743342666,2.75271558181814,-5.75877984233984,2.533540653074149,5.836551697808629,4.727344832263635,1.7288820794987625,4.006261562374281,-6.196062715318681,0.33097567498557967,-0.031184280388175445,0.30638050906125613,3.9087049079188914,3.203721311113961,-4.238832445885644,3.949107723563555,0.1,1
40,8.21082787697427,1.0,4.926496726184562,0.0,0.0,8.21082787697427,0.0,7.522301289287008,-0.4362970179586143,-0.09253998371856872,0.03789922708139358,7.881859980583599,1.9970106348211547,4.72812647173396,5.335366831522989,-1.5513108805670355,2.891034513982282,2.922908200749447,2.71459222584973,3.515116580794561,5.295431528296585,4.380747281332312,2.0003668183075334,1.221501156344031,0.22006438113060892,6.174621870003612,1.6902599633099995,0.2525422257983986,2.424925017220905,8.640690880443739,-1.0228244436136584,5.564950794323163,0.1,1
41,8.47730785238302,1.0,5.086384711429813,0.0,0.0,8.47730785238302,0.0,1.7302094690435181,-0.5919385839666021,0.09939554122538959,0.01097845091585696,6.1157834986435216,4.227654814667241,3.8312081631905657,4.616722350486289,4.951322879263858,1.6193864819075376,2.9156700635047113,-4.425200791060045,0.7535799157925968,5.32040903604501,3.2417071595522797,0.213061869697561,-0.06379157998794849,-1.7142872137594143,0.29116339504219046,5.690067320192854,-4.096861805690592,1.4562064867633646,2.15780226524514,-3.016738800951614,3.5040236154227906,0.1,1
42,10.195768919616624,1.0,6.1174613517699745,0.0,0.0,10.195768919616624,0.0,9.716565530304152,0.552911371139666,-0.0709581781405688,-0.07046230875419357,4.675280519613213,-4.936442152944872,1.4439879677796776,4.619245028512385,-1.1409319055474645,3.5674291511766585,6.828579972541179,-3.8761758171959326,3.4194320450206326,4.622813232522972,2.595176360315777,2.347135540612254,5.831858424425986,5.608206274808886,4.713883038506835,4.964440840866599,-5.753108634418016,0.827912379697544,9.50416842639426,-1.158474863639344,2.3359442478228893,0.1,1
43,10.999164574412356,1.0,6.599498744647414,0.0,0.0,10.999164574412356,0.0,2.2020398254363767,-0.7088304239061946,0.015136230927300848,0.09884783514733858,2.743492435227925,-1.510280993248618,1.4692117491048986,6.794272727823248,-4.960786595443976,5.680305371570077,7.5836528358417095,-0.5879465039895102,1.757622469809464,7.873890777076118,-1.199974662809072,6.15993881270487,7.4871661157362785,-5.13500082504845,1.8955317950021242,0.03905070354286533,2.4813238328062006,1.6592841643697445,6.038695979013015,-5.234548002475041,2.1132076422167856,0.1,1
44,10.725279262872306,1.0,6.435167557723383,0.0,0.0,10.725279262872306,0.0,-0.6522845784185664,0.18835043800538753,0.09995503264729644,0.0029985744075984744,3.359783973785212,-1.5566196742554739,4.754333618808692,6.442442037001539,4.136543336673722,3.651823446790641,6.466149979146554,-4.021030304080825,3.4028440940582447,-0.358055584136439,1.2546883358964809,2.6372888369341885,9.327504204419245,-3.410059078003688,4.165062246163415,3.2752269720283764,-3.5412254779270436,0.39766146747154973,8.688438188396418,4.647584999277761,3.165679637019964,0.1,1
45,8.506103338298654,1.0,5.103662002979193,0.0,0.0,8.506103338298654,0.0,9.737692844109318,-0.7094965204032763,-0.0974240394989645,0.02255119792171155,7.624104429675949,-1.1141778709650876,5.8055761356750235,1.5976321808227425,-3.243774787813982,4.978598128871687,-0.27099523817680726,0.4275429639834236,0.13480156195439927,3.154410989177474,0.36987969593039366,0.24484619319418516,6.150126763615742,2.5186710329124917,3.2211283428052115,7.926185747410273,1.6240136244109162,3.6019247311966165,3.9428445062083073,-0.6697532202523699,3.809786815849877,0.1,1
46,10.974517251753472,1.0,6.584710351052083,0.0,0.0,10.974517251753472,0.0,0.9165689566680663,0.43170945804894245,0.0994444702013369,0.0105260318437395,2.3261918106046933,-4.51378711239161,0.6477190680317622,4.150998631743213,0.8394616401820162,5.362884598185813,5.264728918802873,-6.275921587622825,3.818484431908768,0.4259817085032749,-1.0589738287674377,6.133793569306615,8.348997203067494,-0.457720033281907,2.738430682677383,7.838022811982741,-3.0904509066789907,1.1265649048873114,8.426453718143511,4.050619813362276,0.23240463448198836,0.1,1
47,9.958273281607717,1.0,5.97496396896463,0.0,0.0,9.958273281607717,0.0,11.011050042316114,0.11374728920719283,-0.008242134239881436,0.09965975729035154,10.257503582533918,-2.4157698646193277,1.253845048209313,5.691618264778429,-2.817132075211834,2.9670794661259676,6.251606483921728,3.9509341225234467,2.150429307073204,10.13319894709278,0.516288410741815,5.907559473956099,3.2376554987289534,-2.0473078408263206,3.555575883484785,4.187857197006842,1.6305550252528191,5.655659366973927,5.285628490065222,2.1985245516185836,5.809676076040462,0.1,1
48,10.785640230760226,1.0,6.471384138456135,0.0,0.0,10.785640230760226,0.0,7.576241557442271,1.1032640066730126,-0.07205818510652162,0.06933698839114853,3.832771231391254,-1.9732541835804962,0.17911108296837686,2.9902291852788845,-4.172005899051199,5.44275584339045,8.644702230501252,-4.244260173653261,2.0718063265703894,10.53154194516117,2.554036876892446,3.274363945111196,0.6597940601827723,-0.5532877404218344,4.946487508933552,10.494500539565053,0.85910513101025,4.328466407430519,8.810592058479218,4.791366492655154,5.820206036332519,0.1,1
49,8.879420635498887,1.0,5.327652381299332,0.0,0.0,8.879420635498887,0.0,0.15686352392953315,-1.013723364261538,0.05246388202971002,-0.08513249134362667,3.027695618265045,0.7098119120779623,2.1210984000886013,8.385285143895223,0.49117089941873854,2.7493928615776144,4.090314926592193,2.9617742335987143,1.8699878786362092,0.8147589444190868,3.273580544129278,2.014817982023037,8.03640835956819,0.5985227994932639,2.9033265687378194,5.809173628130214,1.6577608065878413,2.2112586607321596,3.005363543192914,4.767865120362992,4.71104405053708,0.1,1
50,8.411474802634299,1.0,5.046884881580579,0.0,0.0,8.411474802634299,0.0,0.8613949786129399,-0.42836824250216576,0.0718447641895935,-0.06955810419025023,2.314412946381455,-2.344615343305769,5.497953075409892,0.8488801703180555,2.7958521397794023,4.79358991581776,2.751494706233613,4.057932921830459,2.9227704614370817,8.827516564760696,1.0560229627793507,6.005363868977519,8.122380975125703,-1.4340773331151757,5.607111584217698,4.270328900586076,-3.8941887500031966,2.802591072463695,0.6010969895801974,3.5118763102890016,2.6829825528662687,0.1,1
