idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,agent2_x,agent2_y,agent2_phi,agent3_x,agent3_y,agent3_phi,agent4_x,agent4_y,agent4_phi,agent5_x,agent5_y,agent5_phi,agent6_x,agent6_y,agent6_phi,agent7_x,agent7_y,agent7_phi,agent8_x,agent8_y,agent8_phi,agent9_x,agent9_y,agent9_phi,sigma,seed
11,12.93499971709315,1.0,7.76099983025589,0.0,0.0,12.93499971709315,0.0,11.805558094312337,0.045465910768768936,-0.08206620628155034,0.05714138418479227,6.606369649951319,-0.38234074822497754,3.939230452996717,5.961423254551573,4.666881514156232,1.2361766339084992,6.079351320865197,1.8352948090356085,1.5299098306201584,9.268244018859997,-5.5412691563049945,3.103929703543077,6.424885025672971,-1.6736259571682677,3.2812052067354327,7.886401908338556,1.4516344746536767,3.0098563455964764,7.228282571942074,-2.0582507295530412,3.4000895152326893,8.444507124860126,-3.530142809097088,1.3393531629260935,9.0487918834069,5.296487063402606,4.891964729479771,0.1,1
12,9.697535610033201,1.0,5.818521366019921,0.0,0.0,9.697535610033201,0.0,-1.480733223363341,0.10638690615274582,0.09303527952474697,-0.03666656192980464,8.448172392191577,-1.8630510955056714,2.2201684175309313,3.020317667471483,-3.0653526748702435,3.413738842994325,7.294565851616383,3.887548217133573,2.6870108015905307,1.0112192417173378,1.4658326450824826,0.7698513686643995,3.810189476645169,0.41549089854098226,6.068477057635838,1.2704138318972338,-3.9242789487870917,4.343537113624681,3.8781430446643927,0.8985091248022019,5.234113761141777,2.4658028651368,-4.726507203503963,2.245992108977415,6.346776350269578,5.027103014602675,5.936956099588492,0.1,1
13,11.455579982412148,1.0,6.873347989447288,0.0,0.0,11.455579982412148,0.0,11.360340535897752,0.6792739176833997,-0.02903113901460069,-0.09569322320579932,2.364634710464964,0.7143497477427738,2.023717775626772,5.411101688041846,2.1555305890775207,3.4038299356493713,4.649322513309075,4.621002450419169,2.520463099489953,10.923999830634099,-1.7916249891019618,2.2055479761750614,9.864631428225588,-1.01417442861988,6.12066713456727,1.5836754023208064,-5.4291642841393974,1.0694369346824044,4.9404776546463784,4.308158696871863,3.8564844234528413,4.823228973008683,-3.6532080185890816,0.24216269212320932,7.013106740231359,6.066206776742022,0.5762606888115863,0.1,1
14,9.197935138546866,1.0,5.518761083128119,0.0,0.0,9.197935138546866,0.0,-0.6935512113768816,1.2019939182708796,0.046945538371147955,0.08829561952352494,7.091027214449973,3.8136624820714413,0.6539729973572853,3.999393498047934,3.611029606303549,2.4738484756983032,1.4738197993764621,1.707699860294412,0.8619899130501107,0.022416212372559308,0.7913901640180299,3.4933318896658183,5.545983728565879,-2.9143688066839797,3.604307355597908,2.1351460157179116,-3.0932395758105415,0.8268266583068592,1.9954574376162397,-1.078218836290254,4.499099938623628,6.960380559848683,-2.5188518012051677,3.496840705125117,5.908074237118582,3.811772264332865,2.658930888657965,0.1,1
15,9.629007554055082,1.0,5.777404532433049,0.0,0.0,9.629007554055082,0.0,-0.06055502496698778,0.9693573812356,0.06524919766705038,-0.07577956323314479,3.6313578121562533,4.886154279455295,1.7040856140002225,7.956885288464793,-0.7461617624679517,3.9375888238455694,4.508854009685948,3.4586656856034175,5.0446808527962865,3.8547321024165804,-4.190618425663028,5.580911431597652,10.234075183462084,-1.23913317929269,5.691523842178333,4.835498211380985,-0.26117689544643646,5.679348539401571,4.227401753558132,-2.252155253270853,0.6134512542818064,3.9929888846158317,-4.833697587729738,2.3650291977456597,6.048493717092313,-3.412320569463737,2.8675960333000807,0.1,1
16,12.122896738933711,1.0,7.273738043360226,0.0,0.0,12.122896738933711,0.0,8.40863089045128,0.115783360301277,-0.029877524098811316,-0.0954323506664535,6.995093029534948,-0.4421502193226941,0.5278175226280638,8.130588140799105,-2.1090372439616116,1.9644374149758042,8.733865149859806,3.051340236456176,1.6035470423890381,7.438881758408158,-5.1234683650650155,4.687890193067051,4.080267139005776,-3.909290219348006,2.2560394430790502,0.04025640941315878,3.231609461290933,0.5478198747393588,9.331956992800958,0.5299502444028198,2.327556371291748,8.74790881409354,4.743149840017897,2.053532679346137,6.039716138849696,-6.414961003163957,4.505178120075055,0.1,1
17,11.93346069177435,1.0,7.1600764150646095,0.0,0.0,11.93346069177435,0.0,9.408580031415811,0.005788811401944649,-0.06529595812347783,0.07573927549651521,1.3938165618707519,0.0332413054904671,6.069690760436188,1.696055678632451,2.573139309161128,6.235362495544104,4.065896742731974,-4.533566062952934,0.26719769466234355,2.7711718544559742,5.871771984288093,5.193107753082018,3.88438516288863,-1.6554445784051337,5.87651120866655,5.3403444912525835,-4.62131054012386,5.667084053647428,9.535968335257731,3.8319333354367013,4.492108693525217,3.7814425198199424,4.193831147176421,4.245041528479515,11.172945173138459,-1.8852771164734299,4.5214217196690445,0.1,1
18,9.377396099912668,1.0,5.626437659947601,0.0,0.0,9.377396099912668,0.0,7.383460799372434,-0.4209794555226456,-0.0999760308494113,0.0021893504967366237,9.526782398483089,2.3120143362980516,3.1201797776236453,9.052150784530028,2.203935963497291,1.297392092294023,6.8377251736149205,0.996290652943725,2.7294024224790245,8.99834998998951,2.731903724330249,5.471752473729653,6.242114081105326,-2.6636283420889337,2.411081115862717,0.23090554036600164,-0.5008879452372261,3.1666326733010397,7.008939729855519,2.4271667841426554,5.844885373983629,2.1169521312755917,-0.4072359019719854,1.4627343230552248,2.414974618902685,-0.6240139442127922,4.5584992379868075,0.1,1
19,10.473143774605953,1.0,6.283886264763572,0.0,0.0,10.473143774605953,0.0,5.890918768968836,1.2175499590948964,0.05994343633930752,-0.08004239151746646,0.7207485787120964,3.7160693161991696,1.4867524020230227,-0.7727992720726764,0.10525951269014037,0.22031010402826806,7.354092861917365,4.523823064736473,4.83936534508081,7.938819141431626,-5.606748446528522,5.971254455527333,2.4447242426061915,4.594827016948908,1.4215572143784474,3.1066477289066263,-5.3155019561288075,1.0219686665766554,6.410613842968066,5.826805515960854,2.1840614473084425,3.287939774691413,2.6343191369445367,0.5200341253738119,0.5741096987800898,4.150014619839642,4.082392058587127,0.1,1
20,12.686707436187913,1.0,7.612024461712747,0.0,0.0,12.686707436187913,0.0,-1.002455071176445,-0.25572094549653573,0.0933010918617846,-0.03598480592415126,8.07052922228361,7.155196426033948,3.3297150742009882,6.709343388111002,-5.834544149923287,2.79516424582104,9.279209593212865,4.526090338786069,3.6468897062194765,6.803298864499886,1.4028481244929596,5.1152575456133595,5.803877407135709,2.375860612852193,1.366517762209144,2.082226487605512,-3.492913425466785,3.1242143110335285,9.981774241651559,-6.030050889539459,0.6152530310641339,7.315663899335335,4.9114886844007595,3.224766665100457,5.966366718477355,-0.2719759719660258,4.970048946978314,0.1,1
21,9.46800955647824,1.0,5.6808057338869435,0.0,0.0,9.46800955647824,0.0,5.150467893761228,0.30975043155151694,-0.04716291711922629,-0.08817969862051578,5.130322799522628,4.095035519266424,4.874803589252979,7.707765790701817,-4.116563600321924,1.531348231520923,3.4571344336891245,-5.208422439471278,1.850909591278313,6.4384678644085565,5.353501040497444,6.013536329183545,2.403615915022083,-2.536992844150441,2.274613976339583,5.942420993355672,-2.5809603959514282,1.8156904186355667,6.4593897776225635,-0.7742126051844402,4.523963285193007,6.7001760368090775,3.195630198308657,0.8350730921578323,6.96519080776205,-4.5897526415340435,3.0358423510786907,0.1,1
22,10.729596232755213,1.0,6.437757739653128,0.0,0.0,10.729596232755213,0.0,9.31806241127917,-0.49880268101704495,-0.07680810777767667,0.06403526043995453,7.393703431117333,-5.7133363934716135,1.7174802936200722,4.0737236788702225,5.741732525579545,2.156669820141501,6.217697637924591,6.160788819771328,6.242369132318431,5.947656658137219,-4.259191529621521,6.006927001115218,3.834403540414735,-5.28356907640644,0.5261918596632362,8.130847010186429,-3.1935938746333177,1.9803875493524636,7.425093954765132,2.703563495645279,4.521248355076138,8.720079657875424,-3.9698035370970746,0.22195434789538654,-0.34396786956631864,2.57219133117578,0.22571497773977897,0.1,1
23,12.173375284200603,1.0,7.304025170520362,0.0,0.0,12.173375284200603,0.0,7.603287112522404,0.24582342812607538,-0.03762833751976492,0.09265046257574029,2.088452061490391,1.0046075937219396,4.43372303537918,3.716738093268929,-5.8118609001199415,1.1640699206761,8.972697704944084,-3.3726583795641027,5.194509871291428,3.0054487096361537,2.52552175492593,5.032210470019514,5.0065105027108245,-4.414893078924183,2.0906892501166827,6.1768122834022785,-2.9927345450261447,2.138054856981897,7.851215197145628,0.9424414710191674,0.6947443239033491,10.492659687947572,5.202398278923441,2.7990532202112144,6.100799636951602,-6.806393117524129,0.6896503366235497,0.1,1
24,11.486681787993563,1.0,6.892009072796138,0.0,0.0,11.486681787993563,0.0,10.2473476937196,1.2143256827407751,-0.033155185280357345,0.09434369978448576,4.927788343449721,5.921564370551279,2.5195257683913623,4.421545085043267,-2.2340217741798685,2.8287908547874103,10.497679010283449,-2.379556965883595,5.807531372993319,11.736015766619062,1.7299740382190396,0.4475745410647197,7.048773155457629,-2.7372850114834897,0.9814381116167915,6.283937824163192,6.564660769661704,6.1124863080723175,7.8881105592652325,-6.447144866843912,5.73812719187873,2.105866766196885,-4.5356089197768465,0.9227992006976535,7.791469817362934,-6.101367301415749,6.116424649467659,0.1,1
25,9.038846539872578,1.0,5.423307923923547,0.0,0.0,9.038846539872578,0.0,8.02648391998537,0.008281456244457308,-0.024282920770414357,0.09700690572767373,5.544785206740523,-2.926823135711424,0.684776419878875,-0.5687621776122702,1.2241080684352712,5.943458300302906,4.087239933278932,4.805042233765428,4.238453041493015,7.815807037479523,-0.7155550542557583,0.39267245397136996,0.5150925608577186,3.033377703828932,5.26176832079595,5.25447889867988,2.916467805310642,6.106651279646733,1.6743601927632579,1.457377827192187,5.26372367703814,4.063079481900572,-2.322530937747639,0.06148020981546938,5.2079267998912,-5.2676881016389,2.97250527686027,0.1,1
26,12.734102020144144,1.0,7.640461212086486,0.0,0.0,12.734102020144144,0.0,11.740713448492423,-0.25557898925365796,-0.005975867921912643,0.09982128531821184,12.178213227917967,4.667926615953138,0.819357483841865,5.8701899946141864,-5.304116269582064,4.229763426909607,5.409264856553487,1.4840665332240635,4.115739308483038,13.156299761263238,1.6963864215143614,0.03471919517702439,10.760904438173071,4.898001272980087,3.2139465090533417,8.962145085447464,-7.068442281642693,4.56357445029715,5.852952663006609,-0.4033011997518253,4.766008047800136,7.465384354134291,4.921013091600857,4.434096268185622,5.013390358361233,-3.838624159006012,5.560905597257491,0.1,1
27,9.724013660028866,1.0,5.8344081960173195,0.0,0.0,9.724013660028866,0.0,9.016039524958762,1.0793006366650828,-0.09375692979088625,0.03477985215878337,2.710556222167228,2.2732049934567615,0.10042570379358907,4.562703081857157,-1.1545636109089539,2.7540412377119696,6.012207459292982,-1.535846287828979,0.297005806367223,7.311563712348919,3.4145391860317433,1.5375598372599897,5.758244484843129,2.791339680408459,1.3668579601434714,2.99732825526656,-2.4985357491531026,2.0699654530254596,4.371920527238506,4.999967462832542,0.787848332240218,6.762978030968844,5.047759491701301,2.96061440047382,1.2157751349438364,4.006133358603007,4.321930754783444,0.1,1
28,9.155601614088573,1.0,5.4933609684531435,0.0,0.0,9.155601614088573,0.0,1.3566650323753384,-1.4670574469584199,0.06489058468543395,0.07608687152973585,5.711596889113683,4.6793416966117185,5.869151092351304,2.354978465537607,-1.51720662401365,6.03592789111954,1.5325888042457612,-0.8662057909050159,2.4723550802486507,2.3059792500784355,-3.5101900906107564,4.737943802357824,8.696191820689762,3.6307109746398845,4.031417938336044,6.686860898700671,2.1436510610639092,3.5176429873002197,8.293572795115338,-0.5759028504171779,4.2684717805420656,6.462668986868842,-3.9219722690277603,2.0070595667272704,6.704190324087992,-4.012556039921516,5.417228652694483,0.1,1
29,9.926526755859701,1.0,5.95591605351582,0.0,0.0,9.926526755859701,0.0,10.131397815738694,1.3964904061248316,-0.07037628949793653,-0.071043492851229,0.5426259090268184,3.791097047278109,5.184163250375378,6.891300279993407,-1.7888695729143076,3.8725891350312973,3.276841474789544,2.8934051016911315,3.2158902503474533,-0.7869627468204712,1.35828560429493,2.3216870088007235,0.7003139166354986,0.5177176685277793,0.8176910767874669,2.37473267164882,5.0996498316562215,2.870060460136757,6.159680906133712,-5.1272286586872395,6.20209750722242,6.896851476186877,0.6937575233914489,3.7390511610983,5.380625464178611,2.7363069151537394,3.622754905002715,0.1,1
30,10.221248774641825,1.0,6.132749264785095,0.0,0.0,10.221248774641825,0.0,9.719039774153687,-0.8757808839333359,-0.09673439900381951,0.02534671673747596,4.047201694289496,4.742782147166236,1.4973203732698013,8.582540602904851,-1.0208738214041309,4.011867115748886,2.0626338616448994,-4.6047033836979745,3.312499361525653,3.608488691281035,1.7051518793688634,3.5492881372330256,0.963135237399225,-0.4415712244599345,1.3484653007612593,5.9857240455793175,-5.5548449694614614,2.001974440601751,6.075066215750589,-4.020488825335455,4.725289494351752,7.34771046552292,-4.195246827866734,2.2514114248945676,4.636669437408803,1.8632896457705153,4.759422082034005,0.1,1
31,12.683541012928847,1.0,7.610124607757308,0.0,0.0,12.683541012928847,0.0,11.889921931583041,-1.443701392477653,-0.06261443120266702,-0.07797071889604763,9.83022295881911,-1.5845254659891002,1.5842466072507826,3.687449848037974,-2.4745330507235637,3.4993243187427328,-0.751281552543535,2.602115471451188,4.829774802397092,13.025437823558153,2.7762847070431618,1.8012244614287791,2.500143958864793,4.008292641004511,2.9703813253342126,7.575936065559546,-1.4180479851168521,3.620794462548113,4.418735180087136,5.596491455540743,2.2828784603660606,4.656164039777116,3.424708619098263,1.4050356854168706,3.5853506295296995,-2.1900574020607513,0.7188081299582584,0.1,1
32,12.849892440972177,1.0,7.709935464583306,0.0,0.0,12.849892440972177,0.0,-0.2967726674361525,-0.8291223943962506,0.035783014043361316,-0.09337866943779295,0.7562286896602659,0.32126726591280275,6.279483569443089,2.967039366423832,-6.751064961114459,3.7763634107872286,12.455823766501528,-2.3501004889215054,2.4888103059423976,7.015741919104651,5.662229212958534,5.662147224785853,2.115960565984107,2.999154104529863,0.09666254088981598,5.596027673666882,5.199721061965525,1.901963981532045,12.446479544645227,2.0690914414708828,4.724509541498229,3.737064641813324,-2.59133553352295,1.0146528306596942,1.916886485122939,-4.712012466980372,2.2697125716722626,0.1,1
33,12.426767229122877,1.0,7.456060337473726,0.0,0.0,12.426767229122877,0.0,6.96328911863483,0.9125661225587836,-0.020296097583497614,-0.0979186827060145,10.37598977430794,-0.4536906366705545,5.988646954816692,3.6507477257399983,2.232540918934176,5.18092191285285,10.134793955513382,-3.4271131994029447,2.8363635068783934,3.3285898895794057,-4.307267001155418,5.20936837600666,12.543461622419233,-3.6824385373500705,4.587896265033209,2.2630529930930785,5.1214019709721255,3.2618103312722333,1.8328842200936801,2.527990492676252,1.1529331482402718,2.41298943066652,4.081459885529282,1.4945871540359656,8.171284123147792,-3.723656856238162,4.421881228253728,0.1,1
34,11.439022868743198,1.0,6.8634137212459185,0.0,0.0,11.439022868743198,0.0,4.273141060223724,0.7507133602062184,-0.006475595683184835,-0.09979011304005983,2.337891377469768,0.8399696701904823,4.626988192615534,6.438980331845077,-2.265418717027445,4.31517230426013,5.015224649100617,-1.0494535219772079,5.132324840107668,7.14845016907799,0.37556796486428023,1.751850988179065,2.437597701749507,0.3828165694985673,1.4406609664826386,7.725570434629329,4.716585349646669,4.689198092848683,8.453932071980304,-3.5328481327375214,6.026089466414329,8.044150819527779,-2.051932597019628,1.4439879677796776,2.1640165505929003,-1.2716021635202954,3.5674291511766585,0.1,1
35,10.48710829531237,1.0,6.292264977187421,0.0,0.0,10.48710829531237,0.0,2.765693674817373,1.1527097051522426,0.060613352055631814,0.07953629078967686,3.871729309401011,-3.896815153418113,4.815018579476229,8.06600891224658,-5.455775543020046,1.4692117491048986,1.820950536610876,-3.921625909711324,5.680305371570077,0.5907954445749386,-2.549616816879867,1.757622469809464,6.832351168991297,-6.087696888040668,6.15993881270487,8.127446174987597,-0.8135877340922263,1.8955317950021242,9.606292617192121,-2.204926464375455,1.6592841643697445,5.988813806742682,-1.9254075774578254,2.1132076422167856,2.934322252342639,1.0493396200583232,3.0482364274338756,0.1,1
36,9.621519530449756,1.0,5.772911718269854,0.0,0.0,9.621519530449756,0.0,7.627734480658099,-1.3452255393457255,-0.06843146718580695,0.07291868278293175,1.0646106668283166,0.8216220933239894,0.39766146747154973,7.646722480292361,-2.4391250251757577,3.165679637019964,2.1427827377902102,-4.526133431976113,5.877962070427669,7.5408962199221605,3.8151863426237123,1.2872181864893124,4.965390663451973,-3.684385179288012,0.8608805433803344,0.33691694739822786,-2.503838741142831,2.579375396979989,0.47231310800370974,-1.1599357335515676,3.264180375751315,2.4981382852310836,1.2763449755375755,2.3657815915730587,2.1360772284015606,-4.388804309138701,3.0406911665090783,0.1,1
37,11.476923664039795,1.0,6.886154198423877,0.0,0.0,11.476923664039795,0.0,7.491750649556652,-0.2678145738558748,-0.08161391301237475,-0.057785544929580185,6.0004573080127805,-0.9608124565589562,2.0962985817599056,12.386550780377421,0.901640778580479,2.9439479874335257,11.086506334984897,1.336258417125935,6.2431570998373,0.9579527262314604,-0.38102487059658463,4.400509224257431,1.607701367217139,-2.048288920662225,0.36087421418957866,3.664249685730492,-1.6372151998616125,5.714881203615547,6.999852604861497,-1.2452498691177576,3.8746690785064026,10.29050199067766,-3.401436779542112,1.2171299741263877,12.34275323637097,-0.44490936681218196,2.1848460875245417,0.1,1
38,11.131306102899591,1.0,6.678783661739755,0.0,0.0,11.131306102899591,0.0,2.5374325830252085,-0.901333088118576,0.09796597010438356,0.020066606626608016,11.982328487817158,1.5187068284859429,4.7222037476744365,6.284516905005857,-6.128165239067152,1.271453871683653,7.805003903389364,1.2963552239976592,0.5781260808198532,4.239704437026315,-1.685290901277899,0.8672240015013413,-0.1193607937360941,-2.3986011883614577,5.8539682631168,5.224636027704717,-5.195405051989573,4.960104836702371,11.758715389637203,-2.2784983840626367,1.259218512824481,5.938611804799573,4.39338296069991,0.09983811704053791,2.754489324800976,0.3084944935569682,4.007535042783431,0.1,1
39,10.369005815961518,1.0,6.221403489576911,0.0,0.0,10.369005815961518,0.0,8.163082137670752,0.5666904742493548,-0.0043467599288315095,-0.09990548372397336,10.87831487596028,-1.993094438394382,4.189890697604443,7.909382113254706,3.805022414317647,5.366167330142665,-0.38823405614366635,-1.9454460953670913,0.4612591069392367,2.727731757830741,-5.454650448949025,3.2579638479074213,6.519339283420404,-5.749662184390332,0.16683128557251825,0.9462422621039384,-1.1515373087419847,0.9511873674933224,2.1353792834760386,-3.644114454558544,0.17911108296837686,7.3025017850119625,-4.024056628342482,5.44275584339045,4.6352554553690695,-0.6947249184370342,2.0718063265703894,0.1,1
40,10.959214754891967,1.0,6.57552885293518,0.0,0.0,10.959214754891967,0.0,1.1158578640812598,-0.4413938980242764,0.09391106333875723,-0.034361492729273684,8.347445072766812,4.706083080671043,2.1210984000886013,9.766532293295683,-4.375144159731158,2.7493928615776144,3.5560806730146695,0.9669461433397056,1.8699878786362092,9.952344640793775,0.5567955193611814,2.014817982023037,5.251088554367874,1.9371210359796551,2.9033265687378194,1.837587736370831,3.2889943644697204,2.2112586607321596,9.110524869893242,0.6042172228641347,4.71104405053708,9.318971868135467,4.647622120741911,4.907612668145728,4.183183155463589,4.309401282053764,0.11099852448099283,0.1,1
41,11.99717238178401,1.0,7.198303429070406,0.0,0.0,11.99717238178401,0.0,13.393044522065473,0.09933068961330672,-0.09077179201758623,0.041958095451486724,11.771960540431419,-2.1139184953232983,2.6829825528662687,6.110727380686136,-6.760935489205499,0.9531331360611616,1.7375772060011467,4.151353478489159,0.6434429633676222,9.927210816333229,-3.9273210755715433,2.244420304472477,6.580796360747661,-7.15422778274689,1.3483484590328758,0.36863465298520826,1.2520057476029502,0.4310571448580949,10.318623784625217,-1.2320621811160095,4.621155510909295,9.098350049330337,-2.486593663641732,6.039244575445544,4.714990895808288,0.45261357313623546,4.31898857671765,0.1,1
42,10.97990470228918,1.0,6.587942821373507,0.0,0.0,10.97990470228918,0.0,8.638525835825765,0.4758446338080191,-0.09778317349884996,-0.020939221105232317,4.568271820195044,3.6184468949949595,5.3951049479697755,2.9079304706726705,-0.8950012607027958,5.495797881562474,1.9276283343403966,2.9677483555709423,1.2323336374679243,2.553805121017637,-4.480393984609812,6.166451820873537,6.31145393329208,4.972764943608303,3.464360231774626,-0.054993399771792184,1.129520578637666,1.1660322128715157,9.308137545632519,0.05388940546810828,0.5721095473757426,5.464796656050645,-0.059459620311858544,0.44595333182950314,7.504170347800438,-2.2743262420394914,4.002183806644574,0.1,1
