idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,agent2_x,agent2_y,agent2_phi,agent3_x,agent3_y,agent3_phi,agent4_x,agent4_y,agent4_phi,agent5_x,agent5_y,agent5_phi,agent6_x,agent6_y,agent6_phi,sigma,seed
11,7.804155544685565,1.0,4.682493326811339,0.0,0.0,7.804155544685565,0.0,3.351604985627139,0.5556107696995278,-0.02944365186388033,-0.09556710398938861,8.437311243979098,0.6488823875412504,1.6608955021880594,7.273339289856656,3.091128191577057,1.8116181819209116,1.232884710786149,3.215629690716057,0.6139655840156311,7.094880084202704,2.1286314311064976,4.655491302022212,0.4122105732612149,-2.5196401937766226,4.088295449447365,3.6068466329965014,4.527214443313009,3.8108027238027247,0.1,1
12,7.542631378630203,1.0,4.525578827178122,0.0,0.0,7.542631378630203,0.0,0.6188352368333345,1.2804156070757586,0.09999988021879745,-0.00015477798991909918,3.5121104530943166,0.5822654685863243,4.733534526121307,5.054364763766241,0.1740906521422716,2.122800562871488,4.741587165300037,-1.8686170117961143,0.830504155581748,6.4682121323485005,1.1041480959452894,2.4298998551905804,6.3405192772315075,1.6990435477502428,2.131224366586742,7.9141946665615315,-0.9758681915365979,5.4942761088958125,0.1,1
13,6.466839427124009,1.0,3.8801036562744056,0.0,0.0,6.466839427124009,0.0,-0.29335355595649465,0.24716667103683296,0.09961207449783806,0.008799693985427048,3.694224984263,-1.2212774512437956,0.15009784499761603,3.840289360058914,-2.578066990387287,0.4119454359677918,4.248070305151065,-0.5974130705773487,6.05988932183829,1.752893182836722,-2.7054019230261472,4.057186996616228,2.1631270024571188,-2.852061967441367,5.949590054181778,3.591909613068708,0.5953790828490502,2.195246670223511,0.1,1
14,8.22963552036364,1.0,4.937781312218184,0.0,0.0,8.22963552036364,0.0,8.095903361102668,-1.4917585571920076,-0.07109257060858626,0.07032671188291954,7.390085592909279,1.1994793735975038,5.95021524520852,1.6938713398290308,2.118526738498292,4.0768495241602745,0.635679619602008,-1.390057286846505,3.6754513372200934,0.5825385274007235,-3.330444528648729,0.41028389851603764,4.114432654525527,3.341968143763084,0.32783309540704225,0.4709526517398328,2.672304413310091,1.3282556213789987,0.1,1
15,6.233689798495206,1.0,3.7402138790971233,0.0,0.0,6.233689798495206,0.0,3.255357660806836,-0.06289945380543815,-0.09562144581050813,0.029266689274806242,4.13834665815016,-2.8124312916523384,5.066439779006894,3.0298630164510443,0.8021199511799046,5.222904752353941,2.9144286026239876,0.9570912740691109,1.1173123505465368,3.5938768973022395,-0.9438072690991138,3.939230452996717,3.067211853029229,-1.9492544938702576,1.2361766339084992,5.1016539411735575,2.030596284843238,1.5299098306201584,0.1,1
16,6.85265870570181,1.0,4.1115952234210855,0.0,0.0,6.85265870570181,0.0,3.01128204428688,0.3969989594457446,0.04206873236815792,-0.0907205696462291,-0.18596077498922314,0.33679187827656115,0.32467693503908135,1.8813928800224025,1.519953458440036,5.199933773853073,0.6157544086751283,-2.7440437276910603,5.106656617931736,0.4753980568199512,0.028562152745694163,5.8055571968886825,5.631306927531181,0.521457752527064,4.17455485983813,4.282586208659691,-1.4882276742385094,1.0092280577965282,0.1,1
17,8.702712351876473,1.0,5.221627411125883,0.0,0.0,8.702712351876473,0.0,5.565140320627782,-0.34795374452607053,-0.031327735388272375,-0.09496616763586066,3.501233623758657,-2.1992968111800963,1.2402646663373247,5.898270269828225,-2.690967215661055,2.998144244412359,1.9456313039719388,3.004353744795074,2.424360730345535,7.563410483129173,-1.158784289317771,3.8572160165240783,5.050248699495223,-1.6888632980011096,1.5721769541489163,9.440507398514296,-0.6589559496238324,0.6312860147402025,0.1,1
18,7.623955088595593,1.0,4.574373053157355,0.0,0.0,7.623955088595593,0.0,0.6992290368712378,-0.8700119849648263,-0.024393953537996633,0.09697904428682551,6.244656861799937,-0.5963876533350184,3.4038299356493713,1.3080328425038537,-3.2803936408757726,2.520463099489953,3.2501960249656636,3.074058192493606,2.2055479761750614,3.2372953644782685,-2.3209418770230696,6.12066713456727,4.319486815667979,2.3952509632974843,1.0694369346824044,1.8638655084869729,4.0029975131189754,3.8564844234528413,0.1,1
19,8.9056985569112,1.0,5.34341913414672,0.0,0.0,8.9056985569112,0.0,-0.629563455803622,0.21836849787530976,0.03783895334930393,-0.09256464556961909,2.6691750400265333,4.647885655210843,1.7353348663869923,3.268461511426125,-0.10046378610662726,2.6414882067395156,4.155840188656371,4.400943484555576,2.9703631526869567,1.7021976831683978,2.2349582754629127,5.026573177492198,1.0800262864649577,-0.7167571105890244,4.039774708702343,6.9127496831188235,3.764448375484977,3.5342293214062357,0.1,1
20,8.223924152403466,1.0,4.93435449144208,0.0,0.0,8.223924152403466,0.0,3.2440628186488834,-0.636568740309607,-0.049363449294198586,0.08696694701884783,6.419433807753268,-2.939822859819493,1.963602321994283,4.436657432972495,1.7602822201199873,2.269394463129977,6.20158344463293,3.6149496307140043,3.4791545597679563,7.286742242110617,-1.8631460284740058,5.818004451729092,5.878460567203764,2.6801224967919626,0.01292352612279361,4.325893441158311,-4.721540623764174,1.0196813950579966,0.1,1
21,7.056113693297119,1.0,4.2336682159782715,0.0,0.0,7.056113693297119,0.0,2.0374830133157356,0.8421725542002836,-0.043579090399047504,-0.0900047936500698,3.0525845352362206,3.5460705676794575,0.6134512542818064,0.6197556390716428,-2.970608263214743,2.3650291977456597,4.734231729615913,-3.4952711173696343,2.8675960333000807,6.250161608643985,-2.3033985620366146,5.602624628831422,6.516424785298723,-2.0080775724278266,2.6342481812694203,6.655300074241199,-2.157122969474388,1.6644918355201288,0.1,1
22,6.659975711793951,1.0,3.9959854270763704,0.0,0.0,6.659975711793951,0.0,4.96901385189263,-0.42282051247104757,-0.0021442076385113345,0.09997700922513611,3.717483320177912,-2.194392801506098,2.6490132772286668,5.964166014723753,-1.2474793681949268,0.1606428205481547,5.016157672793348,-1.7186828037183146,1.055458710201634,5.80344285166681,2.8241675501477284,4.709001251687939,3.802553503577461,-1.7577439067077836,0.5278175226280638,1.9762390995651005,-2.67123304582846,1.9644374149758042,0.1,1
23,7.481768407264466,1.0,4.48906104435868,0.0,0.0,7.481768407264466,0.0,2.463914419740044,0.3207030410070706,0.08906687640360988,0.04546527826489222,3.473137875004151,-2.552347824661575,2.6655157809554546,0.5583272813346185,2.0785833491802577,3.3609515801996457,1.2124112794822182,0.2404614564329203,2.7408688901784406,0.062494340110732516,0.6685514395073433,3.7575236834050543,6.021667583055843,-2.377310320358326,3.1343236077299808,6.476922440771125,3.225429109908968,2.599327011936421,0.1,1
24,6.522586543175532,1.0,3.9135519259053186,0.0,0.0,6.522586543175532,0.0,5.364555291993084,-0.5989597412274676,-0.09889585605506629,-0.014819232609538519,5.314971155268714,-0.8844835753267153,4.953789461556882,6.3657276068890365,-2.198062161035535,3.1537167118387037,2.4208234138756555,-3.7535429820323394,1.4196071796574554,1.5048833951252003,-3.480566069781657,0.5928124074895379,3.1081092227406115,-0.7923733872978194,5.706739015815233,0.09001514887982776,-1.6129821336430121,4.743044524650565,0.1,1
25,7.424611430994794,1.0,4.4547668585968765,0.0,0.0,7.424611430994794,0.0,5.38661266473619,-0.04847599648827927,-0.06418805366863188,-0.07668046534961061,4.750886036551733,-1.7808442318249902,1.297392092294023,1.8571785395459255,-0.20844640869152176,2.7294024224790245,4.532248648298143,0.8577288601560487,5.471752473729653,2.5118498701471315,-0.1900921531196745,2.411081115862717,2.5831228697059148,-0.3098995382271461,3.1666326733010397,2.376785154337246,0.028601707661636357,5.844885373983629,0.1,1
26,7.438694059303139,1.0,4.4632164355818835,0.0,0.0,7.438694059303139,0.0,2.858277177432645,-0.7901280181928614,0.07530041916691199,-0.06580157196668901,3.349537982457958,-3.2660661506141904,3.1240785498491457,5.030529575502765,-2.370056363245391,1.1330074213207362,6.997009708606109,-2.551642784787906,5.161503432092518,3.1336386921200026,4.228521422502783,2.116790218049761,7.254610976890779,-0.2966124489556592,4.331278891456171,0.3058526570218518,2.80896324597474,1.371968665417039,0.1,1
27,9.080835664388907,1.0,5.448501398633344,0.0,0.0,9.080835664388907,0.0,0.03386572605565794,-0.8630906814144903,0.05352870003352872,0.0844670247654107,0.9397873562170491,3.9048492773383945,3.7059443371855516,2.145950669826784,-0.991442788171833,3.1560457759261973,6.364401627358391,-1.2253892353553786,0.23634305605796269,6.612491360058094,-2.4546989765085017,0.6436577425115168,5.921894127785363,-0.7406271880325197,3.291907776763713,8.571662802224987,-1.7427400740963521,5.378458802356555,0.1,1
28,6.633671954119112,1.0,3.9802031724714673,0.0,0.0,6.633671954119112,0.0,2.4660811798835494,-1.1489928326413201,0.053151402876976554,0.08470494892395208,1.5700924109789258,-0.3325337086541277,0.6152530310641339,1.3163443675472823,0.722149975757182,3.224766665100457,0.5982804617748116,-1.503906146952317,4.970048946978314,4.743970685725903,-3.348677020395171,6.274130550096334,3.694600428348271,1.8234664294897778,2.9888676081591816,0.2356166372073365,0.053551876297570654,1.8636141293362105,0.1,1
29,9.196542764023514,1.0,5.517925658414108,0.0,0.0,9.196542764023514,0.0,8.801864231371898,-0.4139518261189319,-0.07240706175956925,0.06897258446184198,6.425000810563825,-4.878079628303533,5.150277879338135,5.123963767122676,5.4318221065630805,5.8613973779145425,6.557671194777686,-2.712388088318511,1.0192254198660078,3.9391666950377875,-2.6885232758739983,5.164873787056667,5.155546923535681,1.7503313598283092,4.874803589252979,2.1328471140048086,-2.6840000072322434,1.531348231520923,0.1,1
30,8.880044476818867,1.0,5.32802668609132,0.0,0.0,8.880044476818867,0.0,6.852246015687218,0.6153854383103701,-0.017777434864015198,-0.09840712783968292,2.6702196972445726,0.800448184144277,2.706141439399662,7.247614134447571,-2.415279425837826,1.751643707162028,6.074753028823574,-2.73757032578502,4.095923346476633,8.030235554528273,-1.5978050702778137,5.943812608851376,0.538523405679054,1.3795986860781255,5.0536154597522795,3.9080373941903446,-4.229453660702804,1.7919755983158074,0.1,1
31,6.585446443835577,1.0,3.9512678663013463,0.0,0.0,6.585446443835577,0.0,1.9592975042652265,-0.33832045711398795,0.07007041108702307,-0.07134519948879248,6.464391652739568,1.8421459592721874,5.456599816421757,2.2577448503591544,2.3839446993774565,2.0969027614070987,2.9002611234821774,-2.0281973855923043,2.0027014340828417,5.550868510480116,0.5096010615541267,4.984726239964018,7.131235830958731,0.8814296838570438,2.0016110419684763,7.00348991309583,1.0753041831468957,4.63969790224396,0.1,1
32,6.300044585229521,1.0,3.7800267511377124,0.0,0.0,6.300044585229521,0.0,0.6915008322263264,0.1302214257653418,0.09432630965613671,0.03320462778973151,2.3115198261397056,-3.427121905203357,1.1640699206761,3.2560523727365616,-3.5209003776133905,5.194509871291428,5.413438640537563,1.2089000403342542,5.032210470019514,5.176902057871631,2.3932598056984165,2.0906892501166827,3.157301473923772,-3.5108409608228808,2.138054856981897,2.500075190408378,-2.2716645148740113,0.6947443239033491,0.1,1
33,8.327764570834766,1.0,4.99665874250086,0.0,0.0,8.327764570834766,0.0,6.675074754898045,-0.29701505913932635,-0.09626609579652827,0.02707099555047144,4.627831932765745,1.254420646576099,4.1781195991658455,7.534780611491167,-2.0391275046284796,5.819135971938734,8.430198295959666,-0.7607863938089952,0.28104072595489504,3.71472945991298,-1.827526699430969,5.157392666393561,6.8381814439784705,-2.7758183482625762,1.4886321621930532,3.5469017213841765,4.479772790669297,5.033542134265504,0.1,1
34,9.697189300692594,1.0,5.818313580415556,0.0,0.0,9.697189300692594,0.0,9.30494870331637,0.9108918996105198,-0.09965092579864197,-0.0083482325957985,4.698031711284184,1.5455707982722344,5.850766927282078,6.639659070001355,-1.4421913808646067,4.972159035568491,9.590430278797776,-3.2323473753679623,2.4306563839287296,10.347046777460877,0.8265066906688185,5.391040938802605,7.074218453948845,0.13597637782561453,1.9324679731400034,2.178520330772494,5.081830078661019,2.1828879195006308,0.1,1
35,7.057106282353515,1.0,4.234263769412109,0.0,0.0,7.057106282353515,0.0,6.587988706327048,1.355207393449092,-0.09310518513136581,-0.03648869005122133,6.751975551511288,2.6322207815558567,5.26372367703814,6.043421617028711,-0.8888293492705185,0.06148020981546938,2.6414913679180754,-1.729410101433674,2.97250527686027,6.077829225078745,1.0558652010223277,3.7018879999173735,5.403465818109011,-3.062323981503757,5.5794603450670195,7.187984683090818,-0.6528097648116341,3.158937294988868,0.1,1
36,6.2137709459333195,1.0,3.7282625675599914,0.0,0.0,6.2137709459333195,0.0,3.178439989175488,0.6789462957980112,0.06497114349928378,-0.07601809332254707,5.769108258477637,2.1384811045061656,3.8067998782768115,2.8074264683876273,-3.1968001691513823,1.3512029283906406,1.1145013046215388,3.087151192052682,4.373362300157286,3.4162171247194926,0.0772907331884177,0.819357483841865,4.749810150173871,1.831432771267751,4.229763426909607,3.791405400496701,-1.864475605833452,4.115739308483038,0.1,1
37,8.822833356908273,1.0,5.293700014144964,0.0,0.0,8.822833356908273,0.0,1.7694515872233492,0.4438808792851996,0.06192554053256377,-0.0785189622304689,3.2402374399357985,4.840475431071499,4.658790435434482,8.857035190240625,1.194941360100778,5.370110520664814,8.365161187393571,3.194537039405583,5.416355857299979,1.02568807960122,-0.40135557756512247,2.328684175323165,4.396113613129028,0.9782985341355703,4.458737250136038,3.9127318195744123,2.1962739223864953,5.355187946759162,0.1,1
38,6.770708615220304,1.0,4.062425169132182,0.0,0.0,6.770708615220304,0.0,6.763123233868388,-0.6009673001640244,-0.09624350119631779,0.027151215027589035,2.206429818519338,2.162274953653624,5.402074621031,3.7476274831400316,0.36405280036694126,1.9227498027267997,0.7397234897050824,0.48409846685439006,0.2444184438536864,3.049183029038092,-0.816761180668822,4.8266908073704835,2.3199954037608395,1.7039767079780637,1.5080418379874498,5.085302551292953,-0.8368630668273878,2.0870293697818947,0.1,1
39,8.509803531452334,1.0,5.1058821188714,0.0,0.0,8.509803531452334,0.0,-0.033006547901458266,0.9564051475513292,0.0976370568893528,0.021610301293255627,7.215116351879869,3.0087654513445243,2.4723550802486507,6.578999171226894,-0.36020894844246376,4.737943802357824,5.961375609039058,-3.550775148592802,4.031417938336044,6.018455482833544,-3.3278748143677,3.5176429873002197,8.048364874451417,-1.6669840671658498,4.2684717805420656,5.933709308517631,-0.4237688965038372,2.0070595667272704,0.1,1
40,6.926526755859702,1.0,4.155916053515821,0.0,0.0,6.926526755859702,0.0,8.006560923211854,-0.46935597366113113,-0.03011547367047276,0.0953575285208413,4.260730901010608,-3.9845782760273756,2.9096302606632998,4.809220002178672,1.2475765347283916,3.0207386128229294,3.958932960111953,2.2836917526953604,2.040497397024028,0.33368473749790306,2.68389715882093,4.941632783777889,5.65986968051306,-2.038053407669356,0.3444864890845679,1.453759282117427,3.4477193351592477,1.4194354058903238,0.1,1
41,7.827137236813458,1.0,4.696282342088074,0.0,0.0,7.827137236813458,0.0,7.470886875450039,0.4708186359974751,-0.09574628953114807,0.02885564140714197,8.382840602721274,-1.3401654955281568,0.8626842397001651,2.118556186811798,-3.146847160267811,2.9062643264020918,2.6990433801359943,3.352823457833228,5.282751548982215,0.6751410425050364,-3.368934459608613,2.8557836635508806,1.3565163034725107,3.6040414915736654,3.7763065208276685,5.6627769136606485,-4.356337806775204,0.6175299118918027,0.1,1
42,8.067524703863299,1.0,4.840514822317979,0.0,0.0,8.067524703863299,0.0,1.8344282363303541,1.4569221177970704,0.07741117221314578,0.06330490041526556,-0.16510140750525082,-0.72468354547011,4.759422082034005,0.09038044718723981,-1.7031233468342337,0.29307706012810253,5.004975451351727,4.296104892574796,5.974468409413737,2.944987196195398,2.366657073166022,1.307361459510231,4.0642450885880494,-2.3627776151649402,3.004667173766264,1.599806269095017,3.006074559615156,5.786092692706986,0.1,1
43,8.12898478887647,1.0,4.877390873325882,0.0,0.0,8.12898478887647,0.0,2.9535153543799555,-0.8291448763361874,0.08417659156424974,-0.053984270233332604,2.933362062529711,0.4149598385012482,3.8129891225622607,7.567022243811985,1.4548928897027815,1.5842466072507826,2.3717489300262358,1.7661818730794088,3.4993243187427328,5.545794735401762,-1.7020064969989215,4.829774802397092,2.5342311184755872,4.453425289801263,1.8012244614287791,2.369338082897837,3.4441073264528073,2.9703813253342126,0.1,1
44,8.26193516836691,1.0,4.957161101020146,0.0,0.0,8.26193516836691,0.0,0.4352091232949497,0.3662691215485294,0.09538545085395228,0.030026917347411045,2.785631202147729,-4.607161431234627,4.4949978342207855,3.479119648582386,-0.19037997846395813,3.084979501666994,-0.3616180233223165,1.0435559643644696,4.239027738828328,-0.6243096449619872,1.0191269055606906,5.911608726277455,2.6181825607148763,-3.3223956070542378,1.466832743342666,4.6050124132025,4.853814332685352,2.533540653074149,0.1,1
45,9.997643400564826,1.0,5.998586040338895,0.0,0.0,9.997643400564826,0.0,-1.2785782727237762,-0.2416054107091044,0.08617213407549207,-0.05073818393355659,7.453868059400627,3.9496226626363677,0.4864266467043944,2.5698184938858537,2.890165380466039,5.382753376287339,8.318756460008316,-4.626495267921431,1.9816199941422614,4.581875936274893,0.6162230033993471,1.3055498818820648,5.144745889433286,3.2971232072311016,3.065432675742174,9.018954623256704,-3.3007908319917307,3.037405595837771,0.1,1
46,9.930886369337589,1.0,5.958531821602553,0.0,0.0,9.930886369337589,0.0,7.986306673881554,0.4616942321224835,-0.08792697770730472,-0.047632411142615294,2.4429047947865246,2.7090977277152843,4.587896265033209,7.575177593775275,-4.9633550748941895,3.2618103312722333,9.583930359535355,-1.4010735839851705,1.1529331482402718,7.5408968549736315,-5.088605948604254,1.4945871540359656,1.581397808932402,1.066228445221767,4.421881228253728,6.799278669716689,-3.3810471197158676,1.2487165218649943,0.1,1
47,7.0309334534871155,1.0,4.218560072092269,0.0,0.0,7.0309334534871155,0.0,5.74311159838669,-0.6635527670126409,-0.041762258682526594,0.09086205891203288,3.930998530301057,1.4006226085370868,3.025473081213103,3.262973274896028,0.7346531080692107,1.1686545026409514,2.634129727665619,0.21891765957894438,5.371073314516509,4.130194601278982,-1.9356167274797074,5.560017279868021,1.7599529411855657,-2.6158805811250856,3.4850611632770963,6.171162549965846,0.6979965280534592,4.626988192615534,0.1,1
48,8.985236222455825,1.0,5.391141733473495,0.0,0.0,8.985236222455825,0.0,9.716431927539686,0.9465185774508444,0.004175193598032218,-0.0999128007735693,8.063880090008832,3.888603531606407,6.281873023735205,2.7024966872457368,1.8641310387394203,1.4248926274233584,0.8054533205338368,1.7049431637249575,3.7920696692135896,8.297567335605788,-1.1574886615133806,0.6764583849602578,3.170786500104574,-3.018279353046899,1.020996715538983,3.358604922914357,-4.529815902717076,4.373900222325383,0.1,1
49,9.702088693008733,1.0,5.82125321580524,0.0,0.0,9.702088693008733,0.0,-0.7510664345752416,-0.960120094916454,0.08775451996379288,0.047949392341554,10.046505518225285,-0.6435842983313923,1.6570216853333666,3.630123852197136,3.626641397225517,5.555822214541754,4.400702594462877,5.076016588608009,5.851654982405017,3.3979660177267696,2.410899493221635,0.9762805954617646,-0.6597870168234339,0.5159702505069802,2.7730915411856567,5.7987708889697736,2.9293630176866126,2.6379727854220443,0.1,1
50,6.83744438498536,1.0,4.1024666309912154,0.0,0.0,6.83744438498536,0.0,4.613005798796483,0.8783357056600627,-0.07147056941676942,0.06994253146149876,0.23151095189668602,-1.783760249379277,5.877962070427669,0.7142874181035133,-0.7230630642080401,1.2872181864893124,0.036077396552203655,1.86689509142609,0.8608805433803344,1.6774241121402407,-2.857242462734394,2.579375396979989,4.8892049143932965,0.6176606532497534,3.264180375751315,-0.1488597131496774,-0.08594890891531307,2.3657815915730587,0.1,1
51,7.526848856333759,1.0,4.516109313800255,0.0,0.0,7.526848856333759,0.0,-0.017339439150982766,-0.8662453331407166,0.06564524701458878,0.07543673869139375,5.901511316720957,2.8386527912147916,0.24484619319418516,4.360774332096979,0.2641080782388243,3.2211283428052115,1.9142557003198095,-3.992450395160698,3.6019247311966165,6.974074137830255,-1.661754553031415,3.809786815849877,4.590829573383247,-3.0343316697821674,5.504226311954161,6.759811062523604,0.40638210452900325,5.641457127783153,0.1,1
52,6.229739660090699,1.0,3.737843796054419,0.0,0.0,6.229739660090699,0.0,4.788082722978479,-1.2494462118992196,-0.09821318704902164,0.01881940194782739,0.09630076687913292,1.896317294458343,0.6477190680317622,3.0108571771151644,-2.9334297092019037,5.362884598185813,1.5046108033732781,-0.3369154058591152,3.818484431908768,5.291358323987513,-0.34811788673682503,6.133793569306615,4.834792535664976,-2.2611101174740584,2.738430682677383,4.888470788919043,2.4442689101904795,1.1265649048873114,0.1,1
53,8.25417426734952,1.0,4.952504560409712,0.0,0.0,8.25417426734952,0.0,8.518835246119025,1.096905369872613,-0.006893077095262374,-0.09976214456475346,7.694001606885745,2.3273882909023413,4.007535042783431,7.2399055631827665,3.6689871819208815,2.022600579266337,6.317184848707534,-1.0023501812122397,1.432281079708131,4.9706616623406905,-3.335469691526134,1.253845048209313,5.443293594564791,4.086733408058101,2.9670794661259676,6.3438396049840495,0.2220546711326674,2.150429307073204,0.1,1
54,7.993381962114933,1.0,4.796029177268959,0.0,0.0,7.993381962114933,0.0,6.92419915310153,-0.5107853459917828,-0.09943498116766349,0.010615296519005397,2.4924610364572315,-3.339769169031154,4.189890697604443,4.789455392623925,-3.414746288145499,5.366167330142665,3.337861738719395,-0.17900419913545665,0.4612591069392367,1.0025927060885116,-3.5783517317883287,3.2579638479074213,4.864974700856679,-1.6496811664213216,0.16683128557251825,1.7838714786393588,-2.7989221270365174,0.9511873674933224,0.1,1
55,9.149031751956361,1.0,5.489419051173816,0.0,0.0,9.149031751956361,0.0,1.281884884282679,-0.6104733936378692,0.09470349862086792,-0.032113040170112635,0.09979033977870966,0.8578207553366956,1.023501359889809,9.070678829850369,2.774495214909935,5.487602949553063,0.9761550339448704,-1.3458852869654063,2.6757918316282705,2.791113285480927,4.241054197147559,0.12384938729841785,7.328011504750842,-4.308937149906212,1.6882218884767526,2.812579935050631,0.35472098897443793,2.407084658305596,0.1,1
56,7.7503178576865945,1.0,4.6501907146119565,0.0,0.0,7.7503178576865945,0.0,2.362042246755461,-1.3927459923267103,-0.053837195391985754,0.08427073271501292,6.3964286847513705,0.2810122584419598,4.583710134928737,5.256797604519685,2.241716391583649,5.544375282468544,6.411083197019145,1.8871157875578382,4.291403126038061,2.2136882512501557,2.2022273296511354,3.741851360262412,1.3821002561635276,3.16199857561593,6.247579762043371,3.856905048903306,-4.109714815268176,4.033595831818012,0.1,1
