idx,R,Rcom,Ra,p_tx_x,p_tx_y,p_rx_x,p_rx_y,jammer_x,jammer_y,jammer_dx,jammer_dy,agent1_x,agent1_y,agent1_phi,agent2_x,agent2_y,agent2_phi,agent3_x,agent3_y,agent3_phi,agent4_x,agent4_y,agent4_phi,agent5_x,agent5_y,agent5_phi,sigma,seed
11,7.420546357110058,1.0,4.4523278142660345,0.0,0.0,7.420546357110058,0.0,1.176564979851562,1.3560878061785542,-0.0006507677010226328,-0.09999788248457718,3.67736483779841,4.131827509294072,3.3252049691274075,7.102903728192297,1.7343039304892849,3.8426687760410814,7.070672104197577,-0.7986234728812468,0.21295129047256176,1.3975565849996001,-0.5939782560287195,1.1736593015898646,4.2994464074603185,-3.8948312146699267,4.239198496305671,0.1,1
12,7.041212998954741,1.0,4.224727799372844,0.0,0.0,7.041212998954741,0.0,0.8316040606591286,-0.4192083459490705,0.04337623695207397,-0.09010273063496763,4.249914081423407,1.4276976438099038,5.995109660626247,4.80016503941961,3.341648341911991,5.004846817786289,1.3595095928893826,-0.5112578916516834,4.2197095543110565,2.0459687615367805,0.46851928510198826,5.309436673169705,4.394163635054484,-0.24019174912592464,5.8983516957927815,0.1,1
13,7.398097892213109,1.0,4.438858735327865,0.0,0.0,7.398097892213109,0.0,3.427095136046389,1.153564594854339,-0.03376894966319627,-0.09412575651034374,2.3754881828702388,-1.8380056408407626,0.9823549735009646,1.9090969660620871,-1.4157969505190573,2.4231597031508705,6.028220387003095,0.505985544815462,0.12462161139717003,2.445538656273776,0.5950203151088793,0.5143289645108768,2.186078793717442,-3.508574611789733,1.3600179535364767,0.1,1
14,5.085855505108766,1.0,3.0515133030652595,0.0,0.0,5.085855505108766,0.0,2.3696691395884435,-1.2237331029326515,-0.026987624061647092,0.09628950175126677,1.0883986763542035,2.3617613623144798,2.6311028057246952,3.0547965527031185,0.5602611066625273,0.5155039763248171,1.8382646176846698,0.6077553076425081,5.823288830077072,0.9510396703248387,2.536687551324868,3.9101101833572285,4.409191074309465,-1.8794145815868304,0.7333096573294269,0.1,1
15,7.4655351643796415,1.0,4.479321098627785,0.0,0.0,7.4655351643796415,0.0,2.06894865670864,0.150954755102225,0.09959639454696614,0.008975421619347631,3.4508824699199145,-0.7511532121553928,4.057186996616228,5.808971388301562,3.4481538241146508,5.949590054181778,7.661317317885157,0.5941353958682409,2.195246670223511,7.659707427066633,1.7158610581317884,4.7451971141439975,7.309039795243728,-0.8121098717237241,0.4109138182651714,0.1,1
16,6.9959458092280595,1.0,4.197567485536836,0.0,0.0,6.9959458092280595,0.0,1.4789320851880492,-1.086531672454101,-0.042832914696771134,0.09036227873719835,6.065934336579321,0.9404472938236764,2.508819429227821,1.1011780937268285,2.0973920987555585,5.95021524520852,-0.3344626390699692,-1.5312139784652743,4.0768495241602745,1.4309089762057314,-1.9489517382560788,3.6754513372200934,3.497530254812478,3.841339412848461,0.41028389851603764,0.1,1
17,5.010988590410657,1.0,3.006593154246394,0.0,0.0,5.010988590410657,0.0,5.377532277036832,-0.515513083074019,-0.05541590019325957,0.08324108364125671,4.0994075733030755,0.8755115673354358,1.7792162220557908,2.4063317692620987,0.7199184044036272,5.180374092910735,0.3717570982093834,-1.1102281522519881,4.686931902238282,2.726908380703268,-0.6096043369871408,0.7968005636124815,2.420716093535061,0.781798287166593,5.066439779006894,0.1,1
18,6.9760230213145675,1.0,4.18561381278874,0.0,0.0,6.9760230213145675,0.0,7.165238135379933,0.28366177681857624,-0.016112099322433175,-0.09869346612326496,2.961451548819631,2.978539379764412,3.0486264076377174,5.959815277620743,-1.510810437536698,2.3643456674423238,0.42292720208739,-0.2927536897838035,3.9150137508588796,2.848460626253433,1.8235909654197948,3.1319139257593878,5.177446301826018,3.284211042603658,0.23222463143577263,0.1,1
19,7.657604164606131,1.0,4.594562498763678,0.0,0.0,7.657604164606131,0.0,8.443331225783032,-1.1002903987485335,-0.09536082039078646,0.030105048320774493,2.999820399447085,-1.6442490739243807,0.7698513686643995,4.701057910481204,2.927166148173451,6.068477057635838,1.9870950621842633,2.425807228507561,4.343537113624681,0.30970010182840735,-0.9820761049725766,5.234113761141777,1.28035055017726,1.245475745871356,2.245992108977415,0.1,1
20,6.543395976289478,1.0,3.9260375857736864,0.0,0.0,6.543395976289478,0.0,1.824089256892008,0.6341071311569548,0.02649381536920786,-0.09642654067829214,0.9769044200313695,2.0485017541356725,2.932298513426199,5.229466416637782,-0.15483050761776912,1.716671674730536,2.2381114539733358,0.6930770195238286,1.800076195598825,2.437115605214031,2.5787460576445436,5.9511553385894835,4.498573934577789,-2.8898874515072603,6.042770205413096,0.1,1
21,6.288338749655743,1.0,3.7730032497934456,0.0,0.0,6.288338749655743,0.0,4.453746067298976,-0.5750431483932583,-0.09318029944840989,0.03629644327898623,1.047052852985964,-1.8204447911693287,4.564260619969344,5.464109941204995,0.5730488156826795,5.454044208529531,5.018566845065685,1.2180529988198647,0.31091578857305635,4.070353231146448,3.606872090024814,4.281604073454466,4.6986382493440235,-0.08127499556349628,2.7642024236846257,0.1,1
22,6.042898887294866,1.0,3.6257393323769196,0.0,0.0,6.042898887294866,0.0,0.7952065153575844,0.6481619840891799,0.09944199797652109,-0.010549361991967935,0.7862759812498381,0.3865124970898243,1.2399794875539327,3.8397422143057307,-2.5182325582737,0.6539729973572853,2.1238707058836677,-1.126877906417497,2.4738484756983032,1.2609947097348864,-0.7290755013627069,0.8619899130501107,4.6293110600799166,-1.7150600698834242,3.4933318896658183,0.1,1
23,6.692727977078564,1.0,4.015636786247138,0.0,0.0,6.692727977078564,0.0,6.444398710157673,-0.707914730027161,-0.09012381907888427,-0.04333240397943019,5.463128181466292,3.211543832482582,5.818004451729092,3.5145207943462666,-3.7112799702897714,0.01292352612279361,2.6238071755094845,1.743879090360897,1.0196813950579966,2.2922713263551584,1.2550294097080932,4.525224065733867,-0.2791035942270139,-1.2725248533171027,2.478506301854116,0.1,1
24,8.85690267637022,1.0,5.314141605822132,0.0,0.0,8.85690267637022,0.0,0.17588722114366415,-0.6337371667135037,0.051494141077865485,0.08572253749541532,1.181602865540238,-3.316408519556665,0.6134512542818064,5.888545258117839,-4.231081395454665,2.3650291977456597,7.878319302674563,-2.9192193553917822,2.8675960333000807,8.386472120230037,-2.659649991833924,5.602624628831422,6.70656196889936,-1.571404720028902,2.6342481812694203,0.1,1
25,5.080683752239406,1.0,3.0484102513436437,0.0,0.0,5.080683752239406,0.0,3.8077734427771373,-1.247985696669676,-0.020312760344358034,0.09791522745310188,2.8672498498327395,1.1943146927480308,0.8515035795176737,0.9662946261463015,-0.6419845556934308,4.975026626652793,2.9269921590128476,-2.189606526247939,4.243325757768449,4.200362756716412,-0.7861434096164132,2.6490132772286668,4.546029672945833,-2.0443617786835246,0.1606428205481547,0.1,1
26,6.020849753106418,1.0,3.6125098518638508,0.0,0.0,6.020849753106418,0.0,2.554225165590553,0.10473617244387112,0.09106114219559132,-0.04132636424891861,2.3684647722551713,-3.053632855240567,4.6078692794363665,2.087247779489056,1.9579470062075457,2.5630290496277963,2.6403808041586987,-1.0004467794911809,3.0467763600559974,0.8760393865578675,-0.5279699407880623,2.961804080399568,4.582803939589947,-1.338965385721519,5.477067696321615,0.1,1
27,7.392113871995122,1.0,4.435268323197072,0.0,0.0,7.392113871995122,0.0,4.994255116749797,0.6588198494651594,-0.07616888606199985,-0.06479429601495863,3.2753056316085183,-3.104192764503348,6.235362495544104,5.64041873690902,2.08746651897435,0.26719769466234355,1.9975163210631324,3.2597044886649353,5.193107753082018,6.089229835711011,-0.8666169670866642,5.87651120866655,7.072855550636654,-0.7320848250734782,5.667084053647428,0.1,1
28,8.153680319373265,1.0,4.892208191623959,0.0,0.0,8.153680319373265,0.0,6.800408199500621,0.05342497654903733,-0.04110192934675267,0.09116266452871237,5.606706401456451,3.110071114586228,1.3456263573729292,5.099330573839203,-2.0885482799864667,1.103382404412132,3.609366257969101,1.4281419760502256,0.44579395000908784,1.007962069266001,-3.5099726737235817,0.46771124382657775,1.4473975484522286,3.339622640195656,0.4341065969449015,0.1,1
29,7.099978595531239,1.0,4.259987157318743,0.0,0.0,7.099978595531239,0.0,7.185473824320283,1.4321420382022623,-0.04497679334198132,-0.08931454562764514,1.2126641960708988,2.0938673743578797,3.040064763961111,0.5489478163450632,-0.07516184739663655,4.947178504188958,5.302780537458501,-0.8215425898561681,2.25989534373501,3.8528058362951842,2.791331888292433,3.4077396801981967,2.9406267892225872,-3.9284267361525367,2.314008829991801,0.1,1
30,8.321695727872923,1.0,4.993017436723753,0.0,0.0,8.321695727872923,0.0,-0.6332618210015359,0.32869004481948877,0.019039349746980017,-0.09817078568093551,6.163055402390553,4.27747009424419,2.2076792195656414,5.291242461411084,-2.3453953533200043,2.4142793105775278,1.585463050176953,4.2385721669949215,1.4867524020230227,3.0004372770954966,-2.895955107110397,0.22031010402826806,4.856265486362727,3.451378563344671,4.83936534508081,0.1,1
31,7.598931503052958,1.0,4.559358901831774,0.0,0.0,7.598931503052958,0.0,1.2038074436892119,-0.9012709945337931,0.09429013007702242,-0.033307226994425614,6.340135254420018,-1.098352144472503,3.291907776763713,0.9102475420579248,-1.8289570052482174,5.378458802356555,-0.5395033670840226,-0.06271601851973364,2.7183231152420486,7.913873832183119,0.9909313487998174,0.023432274322981943,7.300787986622375,2.6268486912576523,1.333939757514079,0.1,1
32,7.437133506245874,1.0,4.462280103747524,0.0,0.0,7.437133506245874,0.0,2.764769662848026,-1.1489928326413201,0.05776704114237215,0.08162701120128978,0.14757717851988694,-1.9754730560967264,3.224766665100457,4.537080278801413,-1.9205877466770755,4.970048946978314,4.419437398993205,3.383097826699689,6.274130550096334,0.47065031842900895,0.05644908717985588,2.9888676081591816,6.149060594042269,1.7177924011830072,1.8636141293362105,0.1,1
33,8.196542764023514,1.0,4.9179256584141084,0.0,0.0,8.196542764023514,0.0,-1.05552678574728,0.7946846243582394,0.028385641816490698,0.09588667967275692,-0.17654725378964997,1.8107246535507502,1.262560977512461,5.803978970898337,-4.554904142418922,3.9694119885081114,4.385551151027998,2.968375887319539,5.150277879338135,5.542977076547997,-1.9998994036109656,5.8613973779145425,3.7084554909372107,-1.5900798722447422,1.0192254198660078,0.1,1
34,6.448064231841425,1.0,3.8688385391048548,0.0,0.0,6.448064231841425,0.0,4.2034056828789526,1.3379614725318918,0.0318490936454386,-0.09479259060688279,1.2232043383657367,-0.5675006735722464,5.250707745102479,0.608111796088477,-1.9834373429881498,5.864459923516919,2.3257212754860053,-1.087365189422579,2.8017077758356805,0.7737483031899144,1.1082169806624669,4.587265090803709,4.9792085032691045,-1.5099208054635838,2.706141439399662,0.1,1
35,6.14080709748807,1.0,3.6844842584928417,0.0,0.0,6.14080709748807,0.0,0.27566263245311023,1.1053344997735537,0.062241608952756246,-0.07826865346338964,4.206337787195255,-1.3439813326962382,6.006927001115218,0.11953000158539107,1.329571290202811,0.5261918596632362,2.618198957423512,3.060707314896851,1.9803875493524636,1.1771813694660203,2.852975616662994,4.521248355076138,4.478811397879534,-0.05751776536213021,0.22195434789538654,0.1,1
36,6.274959331086047,1.0,3.7649755986516285,0.0,0.0,6.274959331086047,0.0,-0.29606051189636406,-0.2966749835501522,0.0743667979371126,0.06685491279315729,0.5912362786598493,2.182275420351373,2.895425890714715,4.1841001051088975,1.849398816024465,4.325195387283863,6.020066965145802,1.4690058899602219,5.42018739414385,4.716341162471792,-1.6560846708591264,2.454987374611588,4.527997988969345,-1.5112270956241856,4.4724361970634074,0.1,1
37,5.741069927920767,1.0,3.44464195675246,0.0,0.0,5.741069927920767,0.0,5.799232094843816,0.657465516542995,-0.06327238376345044,-0.07743775211672052,-0.07954258051911012,1.0519877554587072,0.4501810780094548,5.2487535718302345,1.96143205798878,3.9060706184880547,0.9569744194446672,-0.5352324265665693,4.726305803276071,1.4459687810957207,-1.4171263383108226,0.8912899910467895,1.8735960927992927,-0.5640135729711154,3.738977780431496,0.1,1
38,8.488143072098651,1.0,5.09288584325919,0.0,0.0,8.488143072098651,0.0,8.913873499975956,-0.3862728632612441,-0.040911646559343096,-0.09124821738425026,4.461977210952993,2.646106101798286,2.8287908547874103,5.555019103574172,-3.940688372059498,5.807531372993319,1.1776929966052991,-3.823503169031948,0.4475745410647197,4.58684164109318,-1.0211106766561355,0.9814381116167915,0.4942860252233605,2.688723436227598,6.1124863080723175,0.1,1
39,8.619100910321034,1.0,5.171460546192621,0.0,0.0,8.619100910321034,0.0,1.8160925225059166,-0.22603085584890636,0.07117614361759513,0.07024212824030515,3.7056946819630525,0.5200152013991508,6.02903740082309,4.629471003886111,-0.39671003099724367,5.0493601869437,3.26317285978158,2.7659077832929917,2.905500743032239,1.4422010320891205,4.084329611760568,1.66049866535271,5.990208699283386,4.282415997560102,6.069428833077153,0.1,1
40,8.082739195932284,1.0,4.84964351755937,0.0,0.0,8.082739195932284,0.0,0.4319637009116897,1.0166720374940215,0.08848251422301029,0.04659232422593644,5.617498026968925,-0.2811671750831733,5.5794603450670195,6.512100245856585,-4.017819775797891,3.158937294988868,8.016965878775492,0.24472891465115792,0.4858398607057658,2.8462897251356187,0.20402099367293386,5.865513737119825,0.281961290743582,-2.3585063358840683,5.97993238115662,0.1,1
41,8.884936319203684,1.0,5.33096179152221,0.0,0.0,8.884936319203684,0.0,4.544782410545216,0.6789462957980112,0.061519830591948925,-0.07883724021005496,4.195250999141623,0.3830570247125355,1.3512029283906406,7.855547179234318,0.8528043553337545,4.373362300157286,6.338883461752052,2.1140087433560915,0.819357483841865,5.045437555259717,-1.6423506227565732,4.229763426909607,0.8462400950874369,-2.821178284813979,4.115739308483038,0.1,1
42,7.822833356908273,1.0,4.693700014144963,0.0,0.0,7.822833356908273,0.0,5.551317808532162,1.0569138987385744,-0.08657991094614403,0.05003917485888202,5.766297251526575,4.007205823734825,1.5864375823131212,2.9515362683510755,3.967178881815494,1.7940701642608392,8.263835588542051,1.1698901645203927,4.658790435434482,6.262806113934431,1.899870016569109,5.370110520664814,3.049926546427892,-0.1021239179133235,5.416355857299979,0.1,1
43,5.802214669888498,1.0,3.4813288019330986,0.0,0.0,5.802214669888498,0.0,-0.5522701386004206,-0.6192994015291633,0.08024956663582955,-0.05966579467971205,0.3066061647590419,1.0590636389347299,0.787848332240218,4.616545126979054,0.525024439043624,2.96061440047382,2.951887644045868,1.52728552376152,4.321930754783444,3.32854222751753,2.066764625972216,2.1295532323397333,2.6904204303200188,0.38642255814289883,5.825726809191169,0.1,1
44,6.3286441623150065,1.0,3.7971864973890037,0.0,0.0,6.3286441623150065,0.0,-1.0262133820949824,-1.0527789675185788,0.07705794316262882,0.06373439727137198,1.989422335197671,-2.6406113186883204,0.7225473038990079,4.057998967038834,3.688334773365946,0.7935318469119438,1.4474462010173026,-1.1718684886855815,6.129419994531318,0.6643656711187744,-0.7111086904279919,5.1603899231150985,1.5300554783042866,-2.5251043230758885,5.199695963057032,0.1,1
45,7.239401077845485,1.0,4.343640646707291,0.0,0.0,7.239401077845485,0.0,1.5635907264728843,-0.3384673277783985,0.020927627233284257,0.09778565548374005,7.191323946913794,0.2468149229331933,1.9866138111029277,2.0452367929656736,-1.8835825480785948,6.1834817355637774,4.0841485229477295,4.006394701731334,3.266342912078243,6.285953111897431,-0.7552976987540531,5.793251413018493,4.186039958518469,1.5732064972914537,4.909917710676887,0.1,1
46,6.335953129380926,1.0,3.8015718776285556,0.0,0.0,6.335953129380926,0.0,6.540824189259919,1.3964904061248316,-0.06068086688158534,-0.07948479347962929,3.55805000192745,2.5573972310776067,0.8176910767874669,4.365909853378887,-2.3479680445717364,2.870060460136757,1.555061330906328,-1.4463231426796797,6.20209750722242,-0.19410868097747347,-0.2502555046112864,3.7390511610983,2.560641303026213,0.6507664222669876,3.622754905002715,0.1,1
47,6.221248774641825,1.0,3.7327492647850944,0.0,0.0,6.221248774641825,0.0,-0.9290238402385713,0.9999212803872449,0.09815313884267907,0.01913011592567503,4.707979369720474,-2.490108018076478,5.997207564810611,0.9973086433085263,0.6210067935908318,4.127672898938349,0.4041518874354546,-1.9929366850402068,2.292980422946945,4.23831045351492,0.800867482608113,3.2476602103861762,2.5551963087051237,2.4771658462398283,4.868642865123445,0.1,1
48,7.10880258950222,1.0,4.265281553701332,0.0,0.0,7.10880258950222,0.0,0.43379296105166393,0.3140061246265413,0.06365914565453515,-0.07712012172276883,3.705121643003578,-3.202195683070247,5.786092692706986,5.446103132590108,0.5708530938828575,1.5926598176231168,5.8481943560269825,-0.7315211710364911,1.428697520574899,4.5175877698096265,3.5712875284943792,6.192963201672299,1.0250962301543889,0.3485070416271693,5.682702338050926,0.1,1
49,5.8560419036199285,1.0,3.513625142171957,0.0,0.0,5.8560419036199285,0.0,1.3095185718111386,-1.156794398947505,0.06776250797514381,0.07354075409538967,5.155098488338017,-2.5588972160980554,3.4993243187427328,2.029380587619817,2.6152577910612327,4.829774802397092,1.894083731627179,2.100688256450165,1.8012244614287791,2.2393960008389135,-0.5471329617587088,2.9703813253342126,2.899212227464616,2.1417387656966156,3.620794462548113,0.1,1
50,8.749716871483496,1.0,5.249830122890097,0.0,0.0,8.749716871483496,0.0,3.5281091218910623,-0.6745196130743303,0.07434080598570071,-0.06688381392681196,4.17327164967829,-0.690342488465795,1.4734406875477815,-0.3137596246160266,-1.3693669283980368,4.4949978342207855,-0.6419594690705672,1.1653267637127884,3.084979501666994,0.594576686216048,0.8101708177872141,4.239027738828328,2.2345786295847843,-4.700506757753796,5.911608726277455,0.1,1
51,7.488358828731373,1.0,4.4930152972388235,0.0,0.0,7.488358828731373,0.0,-0.841776029239693,0.03207032494021844,0.09982548960739192,-0.005905220118208101,7.289580216973288,0.3437788336071891,5.33482416608184,2.2837173171305727,4.247628002274754,2.165654692522592,3.7863973453567676,-3.4829958111195,1.5265671565984578,5.237000325002923,2.4016162782473898,5.595731122008746,1.0000046050207563,3.2651743773041675,0.4864266467043944,0.1,1
52,8.858787949027446,1.0,5.315272769416468,0.0,0.0,8.858787949027446,0.0,7.344792097517785,0.6905591069186388,-0.09574716189679337,-0.028852746640644834,0.9528249669465252,3.028749656066712,2.618180865196162,7.144202344529699,-2.3726044432454776,2.3205497480685047,2.217066668729217,-3.303211705377661,5.196463283731346,7.021749907978263,-1.5080685230210191,5.988646954816692,1.2112147343721635,4.17220508426109,5.18092191285285,0.1,1
53,5.733980038387761,1.0,3.4403880230326567,0.0,0.0,5.733980038387761,0.0,2.644805693867043,0.8968266897124679,0.06688948222124579,-0.07433570587660848,1.914258322752026,-1.3812338137767297,0.29116339504219046,0.6403412090307339,-1.8362948131942929,1.4562064867633646,2.7924950750642976,1.5319215822034549,3.5040236154227906,4.745045463901448,1.7621901070371029,2.6620615918582473,5.882449095974977,0.6523810447747808,1.2823914034431652,0.1,1
54,5.163622123376126,1.0,3.0981732740256755,0.0,0.0,5.163622123376126,0.0,3.873944433379683,-1.104700956972485,-0.044449920864336225,0.08957792437400103,2.3984334729579437,-2.142036012477405,4.689198092848683,2.0649128133713686,-1.2321293751945237,6.026089466414329,3.7496663461924484,-2.6156030211416446,1.4439879677796776,2.057017861236831,2.8667930820560645,3.5674291511766585,2.8812372528333827,2.287879304953305,3.4194320450206326,0.1,1
55,6.724268914369627,1.0,4.034561348621776,0.0,0.0,6.724268914369627,0.0,7.385203067357419,-0.7317317339933892,-0.04629825442031959,-0.08863673977325294,0.2278100596453596,-2.385087219897637,3.9948340732944034,5.964696672493549,2.08939025753524,3.642883364465424,5.139670746622709,2.9005395377399714,4.967679362866822,2.02254993369303,-3.805233091614403,6.008216914755807,4.244952186132525,-1.7064774376415575,5.815227320447039,0.1,1
56,6.118937216638248,1.0,3.6713623299829483,0.0,0.0,6.118937216638248,0.0,-0.7075469865628422,-0.9278830673534675,0.09910944914070488,0.013316046373681412,4.178440562727259,3.458671794233669,2.7730915411856567,2.885808696597935,2.0090298828204314,2.6379727854220443,4.468685256239318,-1.2544564069300261,5.204294003455062,4.993442015491386,-0.8905454932681273,4.1495032225713295,4.491765786085738,2.1184202944129362,2.5638014610967184,0.1,1
57,8.54780200090387,1.0,5.128681200542322,0.0,0.0,8.54780200090387,0.0,5.7669295685566535,0.8783357056600627,-0.0639497991383322,0.07687927672765249,0.6116101080038518,2.0212328822379,1.2872181864893124,3.2362608560723696,-1.702631798088853,0.8608805433803344,8.387074057805965,1.7276946676740885,2.579375396979989,0.3650901155838646,-0.094169675594377,3.264180375751315,7.742540131113914,-1.4879206689642568,2.3657815915730587,0.1,1
58,6.526848856333759,1.0,3.916109313800255,0.0,0.0,6.526848856333759,0.0,5.717681630069006,1.193597364383085,0.040687042771812745,-0.09134858811434735,0.3428661936397899,0.9832652398794874,4.978598128871687,3.604166050542172,0.45238907858080574,0.13480156195439927,6.752909433682877,1.5428163171812728,0.24484619319418516,1.9459042015444263,-2.8445939357493017,3.2211283428052115,5.685498611857282,-1.2536069538864054,3.6019247311966165,0.1,1
59,6.334545125934475,1.0,3.8007270755606846,0.0,0.0,6.334545125934475,0.0,0.653013633178549,1.060588779097995,0.09981561167019927,-0.0060698984261666296,1.233967623429181,-1.7408891040341599,2.580683121756528,4.479415030223018,3.5541216243971774,4.676946134914616,1.3345868072246077,2.5996869234167606,3.3478477977102234,2.362707148186452,-0.42702701203027316,6.124583925906672,1.0879789475363055,-2.9690890046569853,5.362673923087532,0.1,1
60,8.904894265841712,1.0,5.342936559505027,0.0,0.0,8.904894265841712,0.0,-0.06650170086499506,1.3310838555726925,0.09892856782675119,0.014599262575482736,2.2713908632669093,-2.7721393170436732,3.032290944411928,2.3679896016973205,-0.8794670422334352,4.7222037476744365,4.385143953460651,-1.0253660498893307,1.271453871683653,8.848463723651449,-1.6173447240357963,0.5781260808198532,4.583055910057619,1.5385464768871067,0.8672240015013413,0.1,1
61,6.287627520363074,1.0,3.772576512217844,0.0,0.0,6.287627520363074,0.0,4.292235451062369,0.8589183394862574,-0.07145529414142753,-0.06995813704753774,1.4947675083056269,-0.7245498974674242,3.6649164227033615,4.508012305062955,-0.9894972056572323,3.3568476815402457,5.451037947465448,-1.1821951744065766,0.1273192044411006,4.930427999590728,-1.2957802311601347,5.946469769045147,-0.5140599441193361,0.03802712369205976,0.9493286866720917,0.1,1
62,7.556443516120559,1.0,4.533866109672336,0.0,0.0,7.556443516120559,0.0,5.30793167289454,1.1032640066730126,-0.08201071747313365,0.05722099456966692,-0.31723961197833894,-0.4787568335748575,2.0718063265703894,7.364801575262728,0.6039674906192695,3.274363945111196,5.928251837796413,3.014122139731569,4.946487508933552,7.90116200072034,0.7464637965598128,4.328466407430519,4.597761739507492,-0.9150957210802081,5.820206036332519,0.1,1
63,6.879420635498887,1.0,4.127652381299332,0.0,0.0,6.879420635498887,0.0,2.047438133922768,-0.5379952761917884,0.09690093755032458,0.02470239465857706,4.0768728394001315,1.0455751270967755,2.407084658305596,5.595634721999712,-2.2002904765612987,0.16489793043794404,1.3752979436061228,1.0377685835304344,0.8803467392818106,7.194903017824933,0.46747089011323995,1.8630201678132865,3.1087569440652114,2.8054439168585596,2.1210984000886013,0.1,1
